step,elocal,weight,weightvar,elocalvar,eref,tau,popstep
0,-3.6602478225623245,1.0008663470670565,2.220446049250313e-16,0.348147729263493,-3.314165777611368,0.0025,10
1,-3.657832913122396,1.0017304549438546,0.0008589944633775377,0.35200993300632416,-3.6593607482850485,0.0025,10
2,-3.662955757451693,1.0017341123582635,0.001696742215888554,0.3502137878703431,-3.6608211841594556,0.0025,10
3,-3.6655253310379092,1.0017443760798845,0.002506854285674806,0.3505656897500893,-3.6649195447579594,0.0025,10
4,-3.6649210190757793,1.0017474400636635,0.0033010007062717213,0.3472459025518359,-3.6661430022252706,0.0025,10
5,-3.661225941668538,1.0017426664835103,0.004090111246745919,0.3485199373018804,-3.664236896420191,0.0025,10
6,-3.656851800594298,1.0017331240939689,0.004866608960645314,0.35040469082812264,-3.6604265625648567,0.0025,10
7,-3.6529126600463817,1.001723259652304,0.005632734933935447,0.34722439214530193,-3.656487593193759,0.0025,10
8,-3.662613843193683,1.0017310657532585,0.006399531015692012,0.3468644346861896,-3.6596046499115196,0.0025,10
9,-3.6576727506120394,1.001737549973067,0.0071572682825580235,0.3495044067579508,-3.662193847369394,0.0025,10
10,-3.6545526515828333,1.001727948389046,2.220446049250313e-16,0.3460316529637691,-3.65835985710438,0.0025,10
11,-3.6643183635400582,1.0017441347576552,0.0008401996171113035,0.34432243255165795,-3.6648231839441308,0.0025,10
12,-3.6637446139213643,1.0017431868295135,0.0016668246699299265,0.34293380420664055,-3.664444672682654,0.0025,10
13,-3.6600066178242825,1.0017384258735145,0.0024754373366986334,0.3437073280489886,-3.6625435996830054,0.0025,10
14,-3.6645771278593444,1.0017400635173879,0.0032661836077296415,0.34306653351078814,-3.6631975199050566,0.0025,10
15,-3.6634267925933073,1.0017449339211228,0.00404763144587655,0.3433988017632824,-3.6651422926350246,0.0025,10
16,-3.6606170371319884,1.0017405857578894,0.004828979732606993,0.34717307420864685,-3.663406053189996,0.0025,10
17,-3.6633838074069653,1.0017411283778164,0.005607791102575276,0.34639463572319995,-3.6636227239679635,0.0025,10
18,-3.669358738709656,1.0017526314296479,0.006378799808413081,0.34196656933521996,-3.6682159209370937,0.0025,10
19,-3.668551299083994,1.0017596072729835,0.007137093765122035,0.34145357836420326,-3.6710013666961743,0.0025,10
20,-3.660451248858608,1.0017489853545227,2.220446049250313e-16,0.34298922948837424,-3.6667600398559292,0.0025,10
21,-3.6535428257515545,1.001714569704595,0.000826326446912844,0.3375118513695795,-3.6530175787688126,0.0025,10
22,-3.65832273544248,1.0017228741249895,0.001641188852237868,0.33706829545642625,-3.6563336475265533,0.0025,10
23,-3.662784434808687,1.0017350640950966,0.002437500473405825,0.33618778650643805,-3.661201219687507,0.0025,10
24,-3.66277061794006,1.0017412181876266,0.003218550537000153,0.3360209589214931,-3.663658585450954,0.0025,10
25,-3.664792901811705,1.0017443067782814,0.003990502207248144,0.33402312087810254,-3.6648918723866277,0.0025,10
26,-3.662293482133352,1.0017442549844429,0.004751856959598848,0.3361551492633687,-3.6648711909255045,0.0025,10
27,-3.6638272793819704,1.0017436035252352,0.00550913370818388,0.33747878066332393,-3.6646110608908065,0.0025,10
28,-3.6590692913743883,1.0017401320092558,0.006264987875580359,0.335076519666333,-3.663224869061922,0.0025,10
29,-3.6576084516124996,1.0017328908609493,0.007017015102881205,0.33514411410180295,-3.660333430754995,0.0025,10
30,-3.6558140720352186,1.0017293678762498,0.0,0.33862377462733073,-3.658926672156319,0.0025,10
31,-3.6569180319054544,1.001723449620064,0.0008165537453733403,0.3338736490909111,-3.6565634495701453,0.0025,10
32,-3.6607611614668376,1.001730133031465,0.0016235795690228549,0.3354340543573947,-3.659232205745563,0.0025,10
33,-3.6640076607192618,1.0017396315985443,0.0024184211897478446,0.3359117728750209,-3.6630250524347137,0.0025,10
34,-3.666020591115059,1.0017468276644268,0.0032066665009356657,0.33510219491801063,-3.6658984697614954,0.0025,10
35,-3.6628136634688397,1.00174592463491,0.003987534662215063,0.33449425139923816,-3.6655378876667917,0.0025,10
36,-3.6622983862064014,1.0017418245993994,0.004758039565827174,0.33453534391486833,-3.663900728462927,0.0025,10
37,-3.6634598641981047,1.0017431881471197,0.005521345351708398,0.3343458072092674,-3.664445198807991,0.0025,10
38,-3.6637851501227834,1.0017455689094439,0.006274362785856827,0.3341295248224653,-3.6653958454500315,0.0025,10
39,-3.6607517181611278,1.0017427150003069,0.007022928895014541,0.33532018241158307,-3.6642562693776695,0.0025,10
40,-3.660646302106142,1.0017393421958651,0.0,0.33510059681217524,-3.662909492378231,0.0025,10
41,-3.6741846428394385,1.0017711796481805,0.0008237302473218706,0.3348701511558886,-3.675622159258097,0.0025,10
42,-3.675391279161988,1.0017700822340014,0.001632431438025246,0.3342442928263613,-3.675183969458869,0.0025,10
43,-3.6770567084918313,1.0017742916359527,0.0024244796690714204,0.33419992946850535,-3.6768647515792146,0.0025,10
44,-3.6771883581757843,1.0017771582286346,0.0032131429501940966,0.3354137336761438,-3.6780093561490674,0.0025,10
45,-3.6812291382828213,1.0017829711081532,0.003993301541547809,0.33478249188174763,-3.680330376390374,0.0025,10
46,-3.6788786373564126,1.0017856579723805,0.004765321717106953,0.33553639550096903,-3.6814032078126124,0.0025,10
47,-3.680411997843048,1.0017852227709647,0.0055357995095562254,0.3359073137156944,-3.6812294375028287,0.0025,10
48,-3.678558223128788,1.001785378825959,0.006300372927074544,0.33445999850034563,-3.6812917482571055,0.0025,10
49,-3.6780700764780967,1.0017830179994027,0.007062947996088191,0.33582572753954626,-3.680349099507005,0.0025,10
50,-3.6746531625874486,1.0017787376574714,4.440892098500626e-16,0.3387949896776933,-3.67864000642063,0.0025,10
51,-3.6791467676123575,1.0017746009027502,0.0008327166301973693,0.33699197094983274,-3.6769882391762394,0.0025,10
52,-3.6751918372357766,1.0017760654257095,0.0016487126927593318,0.3377360288758359,-3.677573010196591,0.0025,10
53,-3.683379065620409,1.0017819902424088,0.0024482890718165807,0.33223758486638766,-3.6799387281981217,0.0025,10
54,-3.6840063812507324,1.0017936328430657,0.0032372521608971753,0.33570352305099044,-3.6845874574091644,0.0025,10
55,-3.681165746933341,1.0017914826610756,0.004025881114434739,0.33928365775572167,-3.6837289235846007,0.0025,10
