step,r_s,ke,pot,elocal,weight,weightvar,elocalvar,eref,tau,popstep
0,4,-1.0628723329062708,0.0,-1.0628723329062708,1.001127570654345,2.220446049250313e-16,0.38530524218347173,-1.0984545354983564,0.2,10
1,4,-1.0777109179938202,0.0,-1.0777109179938202,1.011185674955045,0.1850833434249841,0.6143688765210812,-1.1484377480213974,0.2,10
2,4,-1.030193737635536,0.0,-1.030193737635536,1.0191409073269666,0.6812392031030958,0.24907212719623673,-1.1876199818163782,0.2,10
3,4,-1.0121345561488115,0.0,-1.0121345561488115,1.0022282784019942,0.8859188578150331,0.23542819258441933,-1.1039488557357056,0.2,10
4,4,-0.9924169872354648,0.0,-0.9924169872354648,1.0015525286903255,1.1417233712730326,0.18043689629897686,-1.100576482196173,0.2,10
5,4,-0.9806521778708253,0.0,-0.9806521778708253,1.0002054641608467,1.4400173804819627,0.17670041513038592,-1.0938470736581345,0.2,10
6,4,-0.9763208326027323,0.0,-0.9763208326027323,1.0035759158846482,1.8472810019599561,0.16522997477520718,-1.1106675458714161,0.2,10
7,4,-0.9687222295833218,0.0,-0.9687222295833218,1.0111956567644598,2.4382622933882985,0.17297908610522192,-1.1484871047339926,0.2,10
8,4,-0.9603068066187245,0.0,-0.9603068066187245,1.0061222811125012,2.9197791279922547,0.1463750792738597,-1.1233379388403344,0.2,10
9,4,-0.9597413986901929,0.0,-0.9597413986901929,1.0005907504179004,3.2986417258102785,0.1642665828624952,-1.095772738346065,0.2,10
10,4,-0.9524788711184312,0.0,-0.9524788711184312,1.009038753421047,2.220446049250313e-16,0.16470761839917872,-1.137810600304244,0.2,10
11,4,-1.1043121342898312,0.0,-1.1043121342898312,1.0097650395762725,0.07894808598743679,0.35581725859135593,-1.1414082069120717,0.2,10
12,4,-1.094833569509226,0.0,-1.094833569509226,1.0160502733891266,0.30740172194029997,0.6825759479685144,-1.1724340064498682,0.2,10
13,4,-1.0364084059645766,0.0,-1.0364084059645766,1.045194302110945,1.2708971996241976,0.25156761514990644,-1.3138338742152291,0.2,10
14,4,-1.0166651441531775,0.0,-1.0166651441531775,1.0035724567417272,1.3748918220613313,0.23660179941155415,-1.1106503117547568,0.2,10
15,4,-0.9995468370182825,0.0,-0.9995468370182825,0.9977032632604718,1.4509209996735124,0.22276395251451137,-1.0813229669544953,0.2,10
16,4,-0.9895001089370892,0.0,-0.9895001089370892,0.9947870038868064,1.509952777973518,0.19931950121013325,-1.0666867024559672,0.2,10
17,4,-0.9720484668167998,0.0,-0.9720484668167998,0.9898691488339535,1.5317451150936519,0.15429115453960768,-1.041907270957728,0.2,10
18,4,-0.9626737907578305,0.0,-0.9626737907578305,0.9835516872431139,1.512648104012344,0.13714837696496884,-1.0098944176612576,0.2,10
19,4,-0.9561589678220029,0.0,-0.9561589678220029,0.9800718548476609,1.4928322849073175,0.12695408457031493,-0.9921729147169053,0.2,10
20,4,-0.9483216405472924,0.0,-0.9483216405472924,0.9783711503360201,0.0,0.12793840701053094,-0.9834889502888021,0.2,10
21,4,-0.9739993806789914,0.0,-0.9739993806789914,0.9784534179066818,0.030743320318040078,0.15068228563667688,-0.9839093639122064,0.2,10
22,4,-0.9648081372729612,0.0,-0.9648081372729612,0.9767828857318533,0.058938268225634666,0.13059007536589795,-0.9753654729349102,0.2,10
23,4,-0.9614061782501501,0.0,-0.9614061782501501,0.9760242496744552,0.08503832257230222,0.1595941415812257,-0.9714806238793744,0.2,10
24,4,-0.9580434964584656,0.0,-0.9580434964584656,0.9767400118885718,0.13129034836411058,0.21874155087199282,-0.9751460035683592,0.2,10
25,4,-0.9465256322259367,0.0,-0.9465256322259367,0.9769320024604544,0.21189200165986632,0.11256670300085896,-0.9761287200688282,0.2,10
