step,elocal,weight,weightvar,elocalvar,eref,tau
31,-2.838194268731632,0.99863784895048,2.220446049250313e-16,0.48990103060485896,-2.8405687994828432,0.01
32,-2.8441242662393997,0.9986760724467483,1.1102230246251565e-16,0.49628319360588274,-2.8443962895797545,0.01
33,-2.8494320257781993,0.9987552591568799,3.3306690738754696e-16,0.491743969962512,-2.852325143895787,0.01
34,-2.859951993129816,0.9988089751012332,0.0,0.5034366920579844,-2.857703288282335,0.01
35,-2.8452939596708675,0.9987216369187502,1.1102230246251565e-16,0.4882350173167752,-2.848958673104649,0.01
36,-2.839142216619186,0.9986674857795174,0.0,0.4962421655490321,-2.843536480840693,0.01
37,-2.829125706270795,0.9984920260139211,2.220446049250313e-16,0.48590078788011865,-2.8259655492239233,0.01
38,-2.8189363288545,0.9984790560534927,2.220446049250313e-16,0.48185930632367,-2.824666585954525,0.01
39,-2.796034393491043,0.9982238279780116,0.0,0.4764811478278949,-2.7991016329600265,0.01
40,-2.80517183394491,0.998272447845247,1.1102230246251565e-16,0.4737891125476192,-2.8039721521624728,0.01
41,-2.806743155652947,0.9983032242625727,0.0,0.4724237789562341,-2.8070550723600913,0.01
42,-2.8208003808844007,0.998421448968788,3.3306690738754696e-16,0.4893111739577866,-2.8188969359819254,0.01
43,-2.8039912722528895,0.9983497701290015,1.1102230246251565e-16,0.4628926562240745,-2.811717461525197,0.01
44,-2.7911542287543023,0.998103724789384,1.1102230246251565e-16,0.4612498833077937,-2.787069219881755,0.01
45,-2.7902834655875033,0.9981903695859932,1.1102230246251565e-16,0.43986768568304463,-2.795749784224214,0.01
46,-2.8092437799541967,0.9983903617194104,2.220446049250313e-16,0.4417512233222618,-2.815783247529768,0.01
47,-2.8117484797142733,0.9983611669399904,2.220446049250313e-16,0.4405574121426291,-2.812859019952844,0.01
48,-2.798756195510095,0.998236938176131,0.0,0.4465708957669745,-2.800414976887653,0.01
49,-2.8100451250393763,0.9983132793133349,1.1102230246251565e-16,0.46381634136172256,-2.808062281380415,0.01
50,-2.8362007039875103,0.9985883623796995,0.0,0.4756475907757267,-2.8356132696074896,0.01
51,-2.807600478240155,0.9983149708189019,3.3306690738754696e-16,0.4899503450340346,-2.808231717585387,0.01
52,-2.815247957640034,0.9984245304931444,2.220446049250313e-16,0.48700994439485845,-2.8192055751446907,0.01
53,-2.842485865803423,0.9986802170656651,0.0,0.4781896026119839,-2.8448113000552415,0.01
54,-2.833625122388641,0.9985474684697648,1.1102230246251565e-16,0.48373196263269075,-2.8315180138608786,0.01
55,-2.8539606290937627,0.9987345084871424,1.1102230246251565e-16,0.4931181751487384,-2.8502474691988904,0.01
56,-2.8497900511488568,0.9987425835378456,4.440892098500626e-16,0.4821803928461181,-2.851055994186243,0.01
57,-2.854833684860945,0.9987802000887415,2.220446049250313e-16,0.49419046595594296,-2.8548223142711455,0.01
58,-2.8239794017892685,0.9984588307975973,1.1102230246251565e-16,0.4786161244286501,-2.8226409590154447,0.01
59,-2.8329386802350793,0.9985747002785564,1.1102230246251565e-16,0.46752521320690116,-2.8342451188140703,0.01
