step,r_s,tau,elocal,ke,pot,acceptance
123,4,0.2,-1.6754538887339658,-0.8553149134749471,-0.8201389752590187,0.8
124,4,0.2,-1.6742956985796356,-0.852758565112817,-0.8215371334668187,0.81
125,4,0.2,-1.6750755794963301,-0.8563348069048116,-0.8187407725915189,0.752
126,4,0.2,-1.673407552442167,-0.8538540828502866,-0.8195534695918805,0.79
127,4,0.2,-1.6638385072854325,-0.8443227551417433,-0.8195157521436891,0.794
128,4,0.2,-1.6669458629469387,-0.8486766769559706,-0.8182691859909678,0.794
129,4,0.2,-1.6681029299848293,-0.8491204000594821,-0.8189825299253473,0.788
130,4,0.2,-1.6708092994159665,-0.8556169651303999,-0.8151923342855666,0.756
131,4,0.2,-1.6694986179756734,-0.8524487998171066,-0.8170498181585669,0.814
132,4,0.2,-1.6702956130632869,-0.8516208531256959,-0.818674759937591,0.802
133,4,0.2,-1.6723176847790742,-0.8536905064893212,-0.818627178289753,0.808
134,4,0.2,-1.6662533621936209,-0.8477921542328158,-0.8184612079608052,0.806
135,4,0.2,-1.6704572455620756,-0.8511839355630909,-0.8192733099989848,0.782
136,4,0.2,-1.668900379441683,-0.8488421538288676,-0.8200582256128155,0.806
137,4,0.2,-1.6717709767540248,-0.8496270451190346,-0.8221439316349903,0.79
138,4,0.2,-1.6654686787440593,-0.8472876507317672,-0.818181028012292,0.8
139,4,0.2,-1.6675697377907617,-0.8474323946271128,-0.8201373431636487,0.798
140,4,0.2,-1.6708732028905415,-0.8476187550635655,-0.8232544478269762,0.788
141,4,0.2,-1.6713266961940763,-0.8494967931515525,-0.8218299030425239,0.798
142,4,0.2,-1.6687612086544472,-0.8458341502809241,-0.8229270583735231,0.802
143,4,0.2,-1.6680956271964695,-0.8511757077133402,-0.8169199194831293,0.786
144,4,0.2,-1.668618663695843,-0.8463555749093786,-0.8222630887864644,0.788
145,4,0.2,-1.6680303392777305,-0.8465869764060981,-0.8214433628716324,0.778
146,4,0.2,-1.669488962451356,-0.8468927238592,-0.8225962385921559,0.788
147,4,0.2,-1.6696657670549886,-0.8460493077781175,-0.8236164592768711,0.798
148,4,0.2,-1.6634734115967562,-0.8401956373800754,-0.8232777742166809,0.786
149,4,0.2,-1.664541108451639,-0.8455692835646959,-0.8189718248869431,0.788
150,4,0.2,-1.6596836754343707,-0.844459008581782,-0.8152246668525887,0.762
151,4,0.2,-1.6580135904615223,-0.8401443618197851,-0.817869228641737,0.796
152,4,0.2,-1.6570326163767053,-0.8355414292496878,-0.8214911871270177,0.812
153,4,0.2,-1.6584513981223503,-0.840232897718248,-0.8182185004041024,0.798
154,4,0.2,-1.6610156119968902,-0.8386382349417615,-0.8223773770551287,0.79
155,4,0.2,-1.664490722542255,-0.8412370329805335,-0.8232536895617213,0.798
156,4,0.2,-1.6632839971045448,-0.8405181636394748,-0.82276583346507,0.808
157,4,0.2,-1.6647383550776205,-0.8386191462551332,-0.8261192088224872,0.786
158,4,0.2,-1.6676083906031605,-0.841109265865772,-0.8264991247373882,0.778
159,4,0.2,-1.6645663315549195,-0.8410758370457411,-0.8234904945091785,0.766
160,4,0.2,-1.6628944328110784,-0.8389634093139623,-0.8239310234971162,0.826
161,4,0.2,-1.6659711172068832,-0.8409532299264938,-0.8250178872803894,0.804
162,4,0.2,-1.66549737543955,-0.8384947605313845,-0.8270026149081655,0.81
163,4,0.2,-1.667539003892794,-0.8398816770402148,-0.8276573268525793,0.792
164,4,0.2,-1.6603390477139544,-0.8331555921934294,-0.8271834555205251,0.802
165,4,0.2,-1.6616990037495585,-0.8349670262248503,-0.8267319775247082,0.794
166,4,0.2,-1.6633047791383049,-0.8399502174131576,-0.8233545617251472,0.768
167,4,0.2,-1.6607899719287262,-0.8401845392601597,-0.8206054326685666,0.814
168,4,0.2,-1.6621252801239352,-0.8380444902262827,-0.8240807898976525,0.796
169,4,0.2,-1.662955833103388,-0.838512921084516,-0.824442912018872,0.764
170,4,0.2,-1.661887408954659,-0.8380392668313379,-0.8238481421233209,0.768
171,4,0.2,-1.657461462236583,-0.8363415206255765,-0.8211199416110062,0.814
172,4,0.2,-1.6616419367099176,-0.8427970704759855,-0.8188448662339319,0.778
173,4,0.2,-1.659246790476202,-0.8410947419567164,-0.8181520485194855,0.79
174,4,0.2,-1.661604775922366,-0.8409426650536675,-0.8206621108686984,0.828
175,4,0.2,-1.6596919811766064,-0.8403039039554773,-0.8193880772211294,0.784
176,4,0.2,-1.660677664452659,-0.8402481456259142,-0.8204295188267449,0.764
177,4,0.2,-1.6611000483306952,-0.8396489850288972,-0.821451063301798,0.786
178,4,0.2,-1.6579657135047994,-0.8385757751712105,-0.8193899383335891,0.808
179,4,0.2,-1.6596283962843472,-0.8422540444976521,-0.8173743517866953,0.792
180,4,0.2,-1.654360376239195,-0.8353942507582347,-0.8189661254809605,0.78
181,4,0.2,-1.6503188174757426,-0.8296108082101077,-0.8207080092656349,0.802
182,4,0.2,-1.6540429380163637,-0.8322676447217437,-0.8217752932946196,0.802
183,4,0.2,-1.6617681457604412,-0.8397037280238723,-0.8220644177365691,0.766
184,4,0.2,-1.655938624475249,-0.8354993190262449,-0.8204393054490045,0.784
185,4,0.2,-1.6538645719863456,-0.8374488487231669,-0.8164157232631787,0.79
186,4,0.2,-1.6562960603260244,-0.8391169215806268,-0.8171791387453976,0.774
187,4,0.2,-1.652985713957715,-0.8377168862549642,-0.8152688277027506,0.764
188,4,0.2,-1.6496403216643807,-0.836436899496146,-0.8132034221682347,0.812
189,4,0.2,-1.6555819910113319,-0.8384478009484017,-0.8171341900629302,0.828
190,4,0.2,-1.6486572413318294,-0.8275682221060193,-0.8210890192258101,0.776
191,4,0.2,-1.6478346193135298,-0.8286531700875386,-0.8191814492259911,0.746
192,4,0.2,-1.64964963628638,-0.8287451015252609,-0.820904534761119,0.8
193,4,0.2,-1.6527809013498864,-0.8300486464281635,-0.8227322549217229,0.778
194,4,0.2,-1.6546606896646854,-0.8318353919776181,-0.8228252976870674,0.768
195,4,0.2,-1.6515240556442858,-0.830123621815243,-0.8214004338290426,0.802
196,4,0.2,-1.6495252896793142,-0.8296172119704418,-0.8199080777088724,0.778
197,4,0.2,-1.64427488409219,-0.8234094501402137,-0.8208654339519762,0.784
198,4,0.2,-1.644066553987673,-0.8271620391106551,-0.8169045148770179,0.788
199,4,0.2,-1.6457832483744281,-0.8281961597867883,-0.8175870885876397,0.776
200,4,0.2,-1.6470646575844878,-0.8319880962005284,-0.8150765613839595,0.802
201,4,0.2,-1.6494164612367763,-0.8312784820190013,-0.8181379792177748,0.79
202,4,0.2,-1.6515795672656417,-0.8307478534169235,-0.8208317138487184,0.798
203,4,0.2,-1.6544607661982158,-0.8359666978882518,-0.8184940683099641,0.78
204,4,0.2,-1.6572903448240712,-0.8385866275895191,-0.8187037172345522,0.77
205,4,0.2,-1.656937562991298,-0.8378702964196384,-0.8190672665716594,0.806
206,4,0.2,-1.6532226410530315,-0.8352852090891317,-0.8179374319639,0.78
207,4,0.2,-1.6542377637902228,-0.8362654298216032,-0.8179723339686196,0.81
208,4,0.2,-1.649687752043134,-0.8310494515444428,-0.8186383004986912,0.818
209,4,0.2,-1.6494745097054542,-0.836071888078109,-0.8134026216273456,0.802
210,4,0.2,-1.6431904639834034,-0.8317847705990687,-0.8114056933843347,0.796
211,4,0.2,-1.6508996017877626,-0.8328129824980774,-0.818086619289685,0.752
212,4,0.2,-1.647777006732282,-0.8281802391932902,-0.8195967675389918,0.788
213,4,0.2,-1.6501791871952407,-0.83295110071513,-0.8172280864801107,0.804
214,4,0.2,-1.6501299841146684,-0.8332212542390964,-0.8169087298755717,0.78
215,4,0.2,-1.651324490562285,-0.8352343227621186,-0.8160901678001664,0.786
216,4,0.2,-1.6551866168870684,-0.8384336272046997,-0.8167529896823688,0.778
217,4,0.2,-1.6507881415211612,-0.8337279824733359,-0.8170601590478253,0.748
218,4,0.2,-1.6499480706771996,-0.834439199946859,-0.8155088707303407,0.798
219,4,0.2,-1.6468600864160614,-0.8298422786339938,-0.8170178077820678,0.818
220,4,0.2,-1.6467308312482685,-0.8300500375903426,-0.816680793657926,0.8
221,4,0.2,-1.64940006770225,-0.8280519436593865,-0.8213481240428634,0.784
222,4,0.2,-1.6522309584543016,-0.8293828849545196,-0.822848073499782,0.794
223,4,0.2,-1.6557378249361367,-0.8343996983232519,-0.8213381266128851,0.78
224,4,0.2,-1.6581101026483112,-0.8354936262743226,-0.8226164763739885,0.79
225,4,0.2,-1.65727881964657,-0.8367746506004937,-0.8205041690460761,0.822
226,4,0.2,-1.658447291576672,-0.8374779653232935,-0.8209693262533783,0.798
227,4,0.2,-1.6601004905044117,-0.8398731636227078,-0.8202273268817039,0.796
228,4,0.2,-1.6575696372803643,-0.8367987255990895,-0.8207709116812745,0.762
229,4,0.2,-1.6553886215187277,-0.8351408375020856,-0.8202477840166422,0.806
230,4,0.2,-1.653873519126722,-0.8312119096985093,-0.8226616094282126,0.812
231,4,0.2,-1.6466765688788123,-0.8251278266815846,-0.8215487421972277,0.81
232,4,0.2,-1.6472073142703312,-0.8240954356565338,-0.8231118786137975,0.796
233,4,0.2,-1.6502475658560574,-0.827641310786036,-0.8226062550700215,0.802
234,4,0.2,-1.649507375592202,-0.8288336158544044,-0.8206737597377975,0.796
235,4,0.2,-1.6480796004928273,-0.8235855070011916,-0.8244940934916356,0.782
236,4,0.2,-1.6440482662221187,-0.8193644809067798,-0.824683785315339,0.766
237,4,0.2,-1.643897707512703,-0.819363200282011,-0.8245345072306918,0.828
238,4,0.2,-1.6432667726122687,-0.8194456451165977,-0.823821127495671,0.826
239,4,0.2,-1.64627438130167,-0.8246255466596779,-0.8216488346419919,0.786
240,4,0.2,-1.644185450306832,-0.8226900246235936,-0.8214954256832384,0.8
241,4,0.2,-1.6403609723163217,-0.817996769341527,-0.8223642029747948,0.788
242,4,0.2,-1.6440892133380511,-0.8191305172059679,-0.8249586961320833,0.79
243,4,0.2,-1.6428519395343268,-0.8204238636955242,-0.822428075838803,0.774
244,4,0.2,-1.6471333902578027,-0.8233433381152993,-0.8237900521425033,0.79
245,4,0.2,-1.6472418699325266,-0.8238309414850542,-0.8234109284474728,0.798
246,4,0.2,-1.6532790335272938,-0.833258866834437,-0.8200201666928567,0.778
247,4,0.2,-1.647815017791195,-0.8328896285011551,-0.8149253892900399,0.772
248,4,0.2,-1.6475897295254884,-0.8339551358998875,-0.813634593625601,0.748
249,4,0.2,-1.6494338223752287,-0.8307658997997269,-0.8186679225755019,0.788
250,4,0.2,-1.6482763517020125,-0.8308249755043587,-0.8174513761976537,0.798
251,4,0.2,-1.646890802771849,-0.829473118090762,-0.8174176846810868,0.814
252,4,0.2,-1.6469544337567754,-0.8273367447509119,-0.8196176890058635,0.758
253,4,0.2,-1.6490269110362554,-0.8297256278835977,-0.8193012831526576,0.804
254,4,0.2,-1.6495148608715393,-0.8305710579109323,-0.818943802960607,0.82
255,4,0.2,-1.6432628345936413,-0.8273354216432521,-0.8159274129503892,0.798
256,4,0.2,-1.643651896176845,-0.8273001638741221,-0.8163517323027228,0.764
257,4,0.2,-1.6480652869525532,-0.8295211413795891,-0.8185441455729638,0.774
258,4,0.2,-1.6454372041179375,-0.8433879543087947,-0.8020492498091428,0.758
259,4,0.2,-1.6493567790300272,-0.8415289591496078,-0.8078278198804192,0.794
260,4,0.2,-1.6520560244780567,-0.8318519105804576,-0.8202041138975991,0.82
261,4,0.2,-1.6478281131480794,-0.8291856957545979,-0.8186424173934813,0.804
262,4,0.2,-1.6462920422660061,-0.8262619550965691,-0.8200300871694369,0.76
263,4,0.2,-1.643582552669115,-0.8262113481766601,-0.8173712044924553,0.794
264,4,0.2,-1.646484843885906,-0.8260138543360868,-0.8204709895498192,0.802
265,4,0.2,-1.644437270536495,-0.822453426881843,-0.821983843654652,0.782
266,4,0.2,-1.643655671753414,-0.8226342808825409,-0.8210213908708731,0.794
267,4,0.2,-1.6372659585019123,-0.816648755596714,-0.8206172029051982,0.776
268,4,0.2,-1.639538397304072,-0.819649634829606,-0.8198887624744662,0.774
269,4,0.2,-1.6400424109242926,-0.8169549254050417,-0.823087485519251,0.76
270,4,0.2,-1.6419879786606875,-0.817759949304804,-0.8242280293558834,0.808
271,4,0.2,-1.6470543432688696,-0.8246976948957517,-0.8223566483731177,0.79
272,4,0.2,-1.6499980280484787,-0.8307038196889619,-0.8192942083595168,0.784
273,4,0.2,-1.6420447470949275,-0.821368677727097,-0.8206760693678304,0.78
274,4,0.2,-1.643378426353694,-0.8237593868091433,-0.8196190395445506,0.78
275,4,0.2,-1.6448704752821646,-0.8239909958917059,-0.8208794793904587,0.774
276,4,0.2,-1.6427072736667618,-0.8209551186379603,-0.8217521550288015,0.772
277,4,0.2,-1.6404886672606867,-0.8172244379939991,-0.8232642292666876,0.794
278,4,0.2,-1.6413514877476927,-0.8171080089617396,-0.8242434787859533,0.812
279,4,0.2,-1.6412863447176438,-0.8156943314307771,-0.8255920132868664,0.776
280,4,0.2,-1.6417801273619765,-0.8159469609024682,-0.8258331664595084,0.786
281,4,0.2,-1.6418584928452833,-0.8168840053596169,-0.8249744874856667,0.756
282,4,0.2,-1.6401948673415767,-0.8144267812639382,-0.8257680860776384,0.834
283,4,0.2,-1.6432525037225185,-0.8160326288362657,-0.8272198748862528,0.77
284,4,0.2,-1.6429969069011003,-0.8178259317036384,-0.8251709751974621,0.778
285,4,0.2,-1.6414095183710962,-0.8162656073145761,-0.82514391105652,0.8
286,4,0.2,-1.6392590776471048,-0.8143013956264152,-0.8249576820206896,0.802
287,4,0.2,-1.6399712209886679,-0.8156623930171047,-0.8243088279715635,0.792
288,4,0.2,-1.6385807188044657,-0.8131792268875458,-0.8254014919169199,0.788
289,4,0.2,-1.6387747736752885,-0.8149336761148863,-0.8238410975604022,0.798
290,4,0.2,-1.6342789205807076,-0.8149167071685247,-0.8193622134121828,0.8
291,4,0.2,-1.6360327882020416,-0.8149586304898501,-0.8210741577121914,0.784
292,4,0.2,-1.6335335273013498,-0.8117162222432617,-0.8218173050580883,0.768
293,4,0.2,-1.633261676666327,-0.8105791510550382,-0.8226825256112886,0.746
294,4,0.2,-1.6349276556353594,-0.8121730713782618,-0.8227545842570976,0.808
295,4,0.2,-1.6332887297192655,-0.8095498616557704,-0.8237388680634954,0.776
296,4,0.2,-1.6343099924023023,-0.8140019272395664,-0.8203080651627359,0.804
297,4,0.2,-1.6363790659039201,-0.8155679395208294,-0.8208111263830906,0.774
298,4,0.2,-1.632756110040085,-0.8142202351897951,-0.8185358748502894,0.782
299,4,0.2,-1.631955845221678,-0.8111735650119347,-0.8207822802097433,0.798
300,4,0.2,-1.6325901343752447,-0.8151892476848414,-0.817400886690403,0.82
301,4,0.2,-1.6355206121283095,-0.8187746617940538,-0.8167459503342557,0.808
302,4,0.2,-1.6372072840078753,-0.8163888245821685,-0.820818459425707,0.778
303,4,0.2,-1.6354184657046738,-0.8175149915504526,-0.8179034741542212,0.774
304,4,0.2,-1.6360266380895687,-0.8179176745385772,-0.8181089635509914,0.778
305,4,0.2,-1.6375801794482148,-0.8192130550815964,-0.8183671243666183,0.794
306,4,0.2,-1.634051035919028,-0.8151387313156222,-0.8189123046034057,0.826
307,4,0.2,-1.6313054723996376,-0.8125915918732414,-0.8187138805263965,0.76
308,4,0.2,-1.633599997603988,-0.8140698995713621,-0.819530098032626,0.804
309,4,0.2,-1.6321486115669106,-0.8136105895618142,-0.8185380220050965,0.782
310,4,0.2,-1.632378849203301,-0.8138545244445332,-0.8185243247587674,0.802
311,4,0.2,-1.6332754950597597,-0.8147375974154107,-0.8185378976443489,0.782
312,4,0.2,-1.634985259753933,-0.8145493723325694,-0.8204358874213635,0.776
313,4,0.2,-1.6308550644646516,-0.8102924145407413,-0.8205626499239105,0.774
314,4,0.2,-1.6306375239639908,-0.8120880786013487,-0.8185494453626423,0.782
315,4,0.2,-1.6290979174203,-0.8098157052944552,-0.8192822121258448,0.778
316,4,0.2,-1.6318227938510919,-0.8086144975905941,-0.8232082962604976,0.758
317,4,0.2,-1.6342185547359886,-0.8097091960620524,-0.8245093586739363,0.8
318,4,0.2,-1.6362431435508906,-0.8112136578618846,-0.8250294856890062,0.802
319,4,0.2,-1.633193213021781,-0.8097269652220714,-0.8234662477997094,0.78
320,4,0.2,-1.6308722814747179,-0.8078836840399554,-0.8229885974347626,0.808
321,4,0.2,-1.628574137185995,-0.8067232943372512,-0.8218508428487438,0.83
322,4,0.2,-1.6278528099769196,-0.8049770297879074,-0.8228757801890121,0.798
323,4,0.2,-1.6275470410190374,-0.8038029140594156,-0.8237441269596217,0.784
324,4,0.2,-1.6282553259243469,-0.8021737314060525,-0.8260815945182944,0.812
325,4,0.2,-1.6300211204046933,-0.8030334830344813,-0.826987637370212,0.78
326,4,0.2,-1.632400116864636,-0.8049689640636335,-0.8274311528010023,0.814
327,4,0.2,-1.6275120290941805,-0.799782410805245,-0.8277296182889352,0.812
328,4,0.2,-1.6289814875292141,-0.8027575195068992,-0.826223968022315,0.79
329,4,0.2,-1.6296010936471292,-0.8051660040002411,-0.8244350896468884,0.796
330,4,0.2,-1.6320068049523038,-0.8072266372724051,-0.8247801676798988,0.788
331,4,0.2,-1.6284146242269848,-0.8065988238885502,-0.8218158003384348,0.768
332,4,0.2,-1.6309956194497035,-0.8079753475270384,-0.8230202719226649,0.8
333,4,0.2,-1.628414580163007,-0.8063632159854905,-0.8220513641775165,0.784
334,4,0.2,-1.6277959099607473,-0.8064547517729288,-0.8213411581878186,0.806
