step,r_s,tau,elocal,ke,pot,acceptance
1968,4,0.2,-1.4419289703513782,-0.625841155739472,-0.816087814611906,0.818
1969,4,0.2,-1.444156394974906,-0.6264042039389383,-0.8177521910359681,0.79
1970,4,0.2,-1.4452748321883884,-0.6270125393265723,-0.8182622928618164,0.776
1971,4,0.2,-1.4444599839401504,-0.626642647950136,-0.8178173359900144,0.764
1972,4,0.2,-1.4440705463354453,-0.6260930268248074,-0.8179775195106377,0.796
1973,4,0.2,-1.448604407978917,-0.6266903208809601,-0.8219140870979569,0.778
1974,4,0.2,-1.4504097979286932,-0.6285511319820303,-0.8218586659466632,0.782
1975,4,0.2,-1.4486126927606027,-0.6286028914336511,-0.8200098013269514,0.788
1976,4,0.2,-1.4478868157193714,-0.6280377811226278,-0.8198490345967436,0.762
1977,4,0.2,-1.447025288829131,-0.6268938568105525,-0.8201314320185784,0.774
1978,4,0.2,-1.4470300321998504,-0.627195663089417,-0.8198343691104337,0.792
1979,4,0.2,-1.4469988798044469,-0.6263226927254233,-0.8206761870790237,0.79
1980,4,0.2,-1.4492004388595339,-0.6265059598632617,-0.8226944789962722,0.818
1981,4,0.2,-1.445856548469171,-0.6260448629061791,-0.8198116855629919,0.808
1982,4,0.2,-1.4502951741176835,-0.6268357179664258,-0.8234594561512577,0.8
1983,4,0.2,-1.451772260055082,-0.6262087352453344,-0.8255635248097476,0.78
1984,4,0.2,-1.453822157178619,-0.6289555622468874,-0.8248665949317312,0.764
1985,4,0.2,-1.4533182555296127,-0.6284290103180105,-0.8248892452116022,0.78
1986,4,0.2,-1.4535252861943626,-0.6281730063607412,-0.8253522798336215,0.786
1987,4,0.2,-1.4543409880994163,-0.630218132503092,-0.8241228555963246,0.758
1988,4,0.2,-1.4543639047047001,-0.6303705407280867,-0.8239933639766134,0.794
1989,4,0.2,-1.4534050134358645,-0.6309096659976917,-0.8224953474381725,0.786
1990,4,0.2,-1.4469610015196899,-0.6316682104168706,-0.8152927911028194,0.784
1991,4,0.2,-1.4509571781360528,-0.6295809143715883,-0.8213762637644647,0.806
1992,4,0.2,-1.4528180894402694,-0.6299849470106913,-0.8228331424295782,0.814
1993,4,0.2,-1.4565616461327333,-0.6298240073507329,-0.8267376387820007,0.812
1994,4,0.2,-1.45129141976751,-0.6278252134655761,-0.8234662063019337,0.79
1995,4,0.2,-1.4508440259028408,-0.6276040809451213,-0.8232399449577193,0.818
1996,4,0.2,-1.4513555988638664,-0.628537781385276,-0.8228178174785903,0.77
1997,4,0.2,-1.4506960191598908,-0.6284685037391714,-0.8222275154207194,0.786
1998,4,0.2,-1.450824325252085,-0.6281073227126274,-0.8227170025394576,0.768
1999,4,0.2,-1.4484467151835447,-0.6261863146619299,-0.8222604005216149,0.766
2000,4,0.2,-1.4492513242942515,-0.6276987340373916,-0.82155259025686,0.754
2001,4,0.2,-1.4507323127832896,-0.6299492949457073,-0.8207830178375825,0.782
2002,4,0.2,-1.4505270089756968,-0.6283131494086347,-0.8222138595670624,0.784
2003,4,0.2,-1.4470313505904624,-0.6268602421984185,-0.8201711083920439,0.764
2004,4,0.2,-1.4490558911084672,-0.6283303643457031,-0.8207255267627641,0.774
2005,4,0.2,-1.4464020239591435,-0.626242075139359,-0.8201599488197843,0.786
2006,4,0.2,-1.4471634543407799,-0.6255381629639151,-0.8216252913768649,0.834
2007,4,0.2,-1.4457531442677427,-0.6266039306549083,-0.8191492136128344,0.788
2008,4,0.2,-1.4455286717282376,-0.6260329885845272,-0.8194956831437105,0.806
2009,4,0.2,-1.4387206609284187,-0.623826740044497,-0.8148939208839218,0.782
2010,4,0.2,-1.4410249543826394,-0.6239575054546078,-0.8170674489280318,0.75
2011,4,0.2,-1.4451715627856527,-0.6259256047080203,-0.8192459580776326,0.79
2012,4,0.2,-1.4468775958446538,-0.6259179527616119,-0.8209596430830418,0.802
2013,4,0.2,-1.4484578409638638,-0.6265652301985951,-0.821892610765269,0.792
2014,4,0.2,-1.4459422064204572,-0.6273272765111714,-0.8186149299092861,0.796
2015,4,0.2,-1.445619075110098,-0.6276360245614255,-0.8179830505486723,0.806
2016,4,0.2,-1.446122396208265,-0.6279063648870896,-0.8182160313211756,0.796
2017,4,0.2,-1.445307906385012,-0.6263566217098994,-0.8189512846751127,0.816
2018,4,0.2,-1.4441885656821962,-0.6263592246214211,-0.8178293410607751,0.806
2019,4,0.2,-1.443626599098665,-0.6252288797302028,-0.8183977193684622,0.804
2020,4,0.2,-1.4455816631525622,-0.6261839576611692,-0.8193977054913932,0.796
2021,4,0.2,-1.4501256223110102,-0.6264616349815628,-0.8236639873294472,0.748
2022,4,0.2,-1.4532401386632745,-0.6265767224579434,-0.8266634162053313,0.756
2023,4,0.2,-1.449570891842924,-0.6258458628122915,-0.8237250290306328,0.798
2024,4,0.2,-1.447415706410144,-0.6260945022419603,-0.8213212041681839,0.78
2025,4,0.2,-1.4435734381403134,-0.6265345637302137,-0.8170388744100997,0.792
2026,4,0.2,-1.442424240200994,-0.6241462669912955,-0.8182779732096983,0.79
2027,4,0.2,-1.445625049908624,-0.6239466087526345,-0.8216784411559898,0.788
2028,4,0.2,-1.448255737306984,-0.6235847106790692,-0.8246710266279149,0.796
2029,4,0.2,-1.4499507813783972,-0.625404655453883,-0.8245461259245139,0.812
2030,4,0.2,-1.448451967972922,-0.6250753414421075,-0.8233766265308143,0.788
2031,4,0.2,-1.447903919534345,-0.624880563096458,-0.8230233564378872,0.784
2032,4,0.2,-1.4476752724804134,-0.6244502664177676,-0.8232250060626461,0.78
2033,4,0.2,-1.4481809481360646,-0.6241720571213699,-0.8240088910146949,0.726
2034,4,0.2,-1.445709003266145,-0.623823372504021,-0.8218856307621241,0.756
2035,4,0.2,-1.443633138878679,-0.622584159101681,-0.8210489797769982,0.754
2036,4,0.2,-1.440407050218442,-0.6229728502455054,-0.8174341999729365,0.788
2037,4,0.2,-1.4404861063201952,-0.6221521829331936,-0.8183339233870014,0.782
2038,4,0.2,-1.4429493813353664,-0.6233895796426007,-0.8195598016927661,0.79
2039,4,0.2,-1.4449840637789948,-0.6232738371095695,-0.8217102266694254,0.776
2040,4,0.2,-1.4459832672255493,-0.6225733872537503,-0.823409879971799,0.778
2041,4,0.2,-1.447870152971384,-0.6224078470266865,-0.8254623059446976,0.782
2042,4,0.2,-1.4477431122760187,-0.6234006031860337,-0.824342509089985,0.796
2043,4,0.2,-1.447497115019725,-0.6249214378552155,-0.8225756771645094,0.798
2044,4,0.2,-1.4464139819556936,-0.6232339309915739,-0.8231800509641198,0.79
2045,4,0.2,-1.4463427701385372,-0.6228822007120173,-0.82346056942652,0.794
2046,4,0.2,-1.4466674886690045,-0.6231816215164526,-0.8234858671525519,0.788
2047,4,0.2,-1.446129833107273,-0.6247273580484405,-0.8214024750588327,0.774
2048,4,0.2,-1.4454155141238598,-0.6240653346744414,-0.8213501794494183,0.8
2049,4,0.2,-1.4445243426984133,-0.6224172227283878,-0.8221071199700255,0.772
2050,4,0.2,-1.4471538333332599,-0.6228550364641403,-0.8242987968691196,0.808
2051,4,0.2,-1.4455400805353702,-0.6228813525879207,-0.8226587279474495,0.828
2052,4,0.2,-1.4439936155543565,-0.6224275299751169,-0.8215660855792397,0.788
2053,4,0.2,-1.445885661864165,-0.6226549835760213,-0.8232306782881434,0.782
2054,4,0.2,-1.4451366580447103,-0.6230243860216215,-0.8221122720230889,0.816
2055,4,0.2,-1.4393953854777761,-0.621921199715431,-0.8174741857623449,0.83
2056,4,0.2,-1.4423490308502391,-0.6220456992346782,-0.8203033316155609,0.814
2057,4,0.2,-1.4439678305774697,-0.6220315836374466,-0.8219362469400232,0.788
2058,4,0.2,-1.4475961440503495,-0.6235021653081687,-0.8240939787421807,0.768
2059,4,0.2,-1.4477749410999095,-0.6228360361229116,-0.8249389049769977,0.79
2060,4,0.2,-1.4496330467582956,-0.6227221434520896,-0.826910903306206,0.766
2061,4,0.2,-1.448816011077611,-0.6228530544138209,-0.8259629566637899,0.766
2062,4,0.2,-1.4468687319946334,-0.6228032032289679,-0.8240655287656655,0.786
2063,4,0.2,-1.4487676139426047,-0.6238169332212321,-0.8249506807213726,0.798
2064,4,0.2,-1.4520620471850056,-0.6245990957015556,-0.8274629514834502,0.8
2065,4,0.2,-1.4513434780506531,-0.6242526376616122,-0.8270908403890411,0.802
2066,4,0.2,-1.4510849119058213,-0.6248257060999471,-0.8262592058058741,0.76
2067,4,0.2,-1.4520734858075053,-0.6261916265835311,-0.8258818592239742,0.786
2068,4,0.2,-1.4529698801281905,-0.6262465274737334,-0.8267233526544568,0.796
2069,4,0.2,-1.4538603935657852,-0.626298074138944,-0.8275623194268412,0.794
2070,4,0.2,-1.453147521294005,-0.626031808931877,-0.8271157123621277,0.774
2071,4,0.2,-1.4505592813556558,-0.6245432798740753,-0.8260160014815806,0.794
2072,4,0.2,-1.4484142559804691,-0.6250473463162776,-0.823366909664192,0.792
2073,4,0.2,-1.4514392385679253,-0.6255111641528404,-0.8259280744150849,0.766
2074,4,0.2,-1.445473857579951,-0.6259935736131249,-0.8194802839668262,0.782
2075,4,0.2,-1.45195414749211,-0.6268003753586792,-0.825153772133431,0.786
2076,4,0.2,-1.4491525541050123,-0.6249287248309672,-0.8242238292740451,0.776
2077,4,0.2,-1.4497724060684014,-0.6239495789432605,-0.825822827125141,0.772
2078,4,0.2,-1.4514005412110786,-0.6239463846707627,-0.8274541565403158,0.802
2079,4,0.2,-1.4500152526092647,-0.6238089181379418,-0.8262063344713229,0.812
2080,4,0.2,-1.4468366429400885,-0.6237440243254522,-0.8230926186146363,0.792
2081,4,0.2,-1.4477759709063949,-0.6244386097904303,-0.8233373611159647,0.806
2082,4,0.2,-1.4485093280047023,-0.623584754351746,-0.8249245736529565,0.8
2083,4,0.2,-1.4458989853716018,-0.6230752870462871,-0.8228236983253147,0.78
2084,4,0.2,-1.44413625987604,-0.6236091511304491,-0.8205271087455912,0.8
2085,4,0.2,-1.446544676559255,-0.6228008947464846,-0.8237437818127703,0.8
2086,4,0.2,-1.4451010349951612,-0.6230963108143996,-0.8220047241807613,0.768
2087,4,0.2,-1.4416806115436958,-0.6235106297835851,-0.8181699817601107,0.766
2088,4,0.2,-1.4406949230614865,-0.6222635387109672,-0.8184313843505192,0.802
2089,4,0.2,-1.4392599985833572,-0.6213912168171289,-0.8178687817662282,0.794
2090,4,0.2,-1.4360165493233548,-0.6213631993554204,-0.8146533499679347,0.794
2091,4,0.2,-1.4494106084455924,-0.6253571230383614,-0.8240534854072311,0.784
2092,4,0.2,-1.4474403696121971,-0.6216960575645671,-0.82574431204763,0.79
2093,4,0.2,-1.4459308968633617,-0.6219295559038424,-0.8240013409595197,0.788
2094,4,0.2,-1.4435742923898165,-0.6219105545953605,-0.8216637377944559,0.784
2095,4,0.2,-1.4468814749752164,-0.6212328824962279,-0.8256485924789885,0.746
2096,4,0.2,-1.4466896316679823,-0.6227734479194867,-0.8239161837484953,0.782
2097,4,0.2,-1.4431562670645453,-0.6222031038149118,-0.8209531632496337,0.796
2098,4,0.2,-1.442613869011419,-0.6228596723538924,-0.8197541966575266,0.77
2099,4,0.2,-1.4425675957065436,-0.6218166499202977,-0.820750945786246,0.796
2100,4,0.2,-1.4459563673527844,-0.6212966916446919,-0.8246596757080924,0.78
2101,4,0.2,-1.4481517094561869,-0.6226391381582591,-0.8255125712979277,0.778
2102,4,0.2,-1.4456630088127236,-0.6227730157426609,-0.8228899930700629,0.79
2103,4,0.2,-1.4456264137147294,-0.6227238883543599,-0.8229025253603697,0.804
2104,4,0.2,-1.443185016320608,-0.6227523993185078,-0.8204326170021004,0.824
2105,4,0.2,-1.4463899945785366,-0.621858403030404,-0.8245315915481325,0.796
2106,4,0.2,-1.447517233245158,-0.6218004343134597,-0.8257167989316984,0.804
2107,4,0.2,-1.4470007173265205,-0.6220078486571121,-0.8249928686694085,0.796
2108,4,0.2,-1.4425530700762603,-0.6229055060556541,-0.8196475640206063,0.786
2109,4,0.2,-1.4433979436322286,-0.6246228742573355,-0.8187750693748931,0.784
2110,4,0.2,-1.441173111769627,-0.6228708622580613,-0.8183022495115657,0.82
2111,4,0.2,-1.4396097470131568,-0.6219196009908978,-0.8176901460222586,0.808
2112,4,0.2,-1.442401688639747,-0.6228945895124919,-0.8195070991272553,0.792
2113,4,0.2,-1.4434960113385187,-0.6226833425005164,-0.8208126688380021,0.784
2114,4,0.2,-1.4470782012585501,-0.624540500870376,-0.822537700388174,0.786
2115,4,0.2,-1.4439556225109471,-0.6225299533087824,-0.8214256692021644,0.81
2116,4,0.2,-1.443175574660704,-0.6219561189755843,-0.8212194556851199,0.788
2117,4,0.2,-1.4404260990213398,-0.621320757703122,-0.8191053413182176,0.786
2118,4,0.2,-1.439937464444516,-0.621544371432562,-0.8183930930119542,0.804
2119,4,0.2,-1.4419322213437435,-0.6220421146662306,-0.8198901066775132,0.8
2120,4,0.2,-1.4371837303622794,-0.6212984896964105,-0.8158852406658691,0.788
2121,4,0.2,-1.4332591555888976,-0.6192395448629355,-0.814019610725962,0.754
2122,4,0.2,-1.4413057434662842,-0.6203221165793289,-0.8209836268869554,0.79
2123,4,0.2,-1.4408198862429993,-0.6186177417681776,-0.8222021444748215,0.808
2124,4,0.2,-1.4429045854780285,-0.6200296547768462,-0.8228749307011821,0.772
2125,4,0.2,-1.4402299086601058,-0.6189671416401018,-0.8212627670200039,0.768
2126,4,0.2,-1.4368025381119314,-0.6176147423798757,-0.8191877957320558,0.75
2127,4,0.2,-1.4402424803608218,-0.617133666257479,-0.8231088141033429,0.796
2128,4,0.2,-1.4443956594892993,-0.6186898905336117,-0.8257057689556876,0.78
2129,4,0.2,-1.4448598087410618,-0.6195180754742501,-0.8253417332668118,0.808
2130,4,0.2,-1.4445281975790454,-0.6196362369342564,-0.8248919606447889,0.806
2131,4,0.2,-1.442371833335347,-0.6178315580057978,-0.8245402753295491,0.814
2132,4,0.2,-1.4474852262579812,-0.6197702212656715,-0.8277150049923098,0.784
2133,4,0.2,-1.4450016530535577,-0.619973162352494,-0.8250284907010637,0.782
2134,4,0.2,-1.4450116098007488,-0.6193622193906205,-0.8256493904101282,0.812
2135,4,0.2,-1.445701361792217,-0.620610021246777,-0.8250913405454401,0.768
2136,4,0.2,-1.443927141155481,-0.6196839202146174,-0.8242432209408637,0.784
2137,4,0.2,-1.4445410043562799,-0.6207814207743577,-0.8237595835819223,0.744
2138,4,0.2,-1.4441148845447234,-0.6204343534396723,-0.8236805311050511,0.798
2139,4,0.2,-1.4457641464742264,-0.622079157244694,-0.8236849892295325,0.81
2140,4,0.2,-1.4453771138908034,-0.6219071501934492,-0.8234699636973544,0.832
2141,4,0.2,-1.4411868234528316,-0.6192812248973378,-0.8219055985554936,0.796
2142,4,0.2,-1.4442319673646402,-0.6203022716432626,-0.8239296957213781,0.798
2143,4,0.2,-1.4430831248690934,-0.6207437124858285,-0.8223394123832647,0.81
2144,4,0.2,-1.4430704422578693,-0.6205226464207813,-0.8225477958370877,0.78
2145,4,0.2,-1.4441170827054097,-0.6212621166701177,-0.8228549660352922,0.8
2146,4,0.2,-1.4443957307326463,-0.6207331898514742,-0.8236625408811724,0.8
2147,4,0.2,-1.443403781466639,-0.6213507851058223,-0.8220529963608163,0.806
2148,4,0.2,-1.447299922254952,-0.6203121451163354,-0.8269877771386165,0.774
2149,4,0.2,-1.4456484457505787,-0.6195414071780412,-0.8261070385725378,0.758
2150,4,0.2,-1.4427968179331503,-0.6198011287458763,-0.8229956891872742,0.788
2151,4,0.2,-1.4391894338987103,-0.6184985600976061,-0.8206908738011044,0.8
2152,4,0.2,-1.4393994308478946,-0.6203202163828576,-0.8190792144650371,0.744
2153,4,0.2,-1.4412865703770694,-0.6224073054864003,-0.8188792648906691,0.804
2154,4,0.2,-1.4382134239864908,-0.6223894840336895,-0.8158239399528011,0.798
2155,4,0.2,-1.4419646222357612,-0.6213306759251124,-0.820633946310649,0.792
2156,4,0.2,-1.4393265585933557,-0.6221104340090606,-0.8172161245842949,0.792
2157,4,0.2,-1.4376943237223245,-0.621867066062469,-0.8158272576598554,0.828
2158,4,0.2,-1.4365829791256588,-0.6207407742032313,-0.8158422049224275,0.792
2159,4,0.2,-1.4335099858380929,-0.6196490858241626,-0.8138609000139304,0.796
2160,4,0.2,-1.4319464868118925,-0.61961471742902,-0.8123317693828727,0.796
2161,4,0.2,-1.431461009466751,-0.6185157783277682,-0.8129452311389828,0.814
2162,4,0.2,-1.4309915016775963,-0.617834864296648,-0.8131566373809482,0.82
2163,4,0.2,-1.4319059045118503,-0.6180946521522126,-0.8138112523596378,0.798
2164,4,0.2,-1.4344966598121642,-0.618073036880963,-0.8164236229312011,0.774
2165,4,0.2,-1.4330349939598854,-0.6174077528784927,-0.8156272410813928,0.808
2166,4,0.2,-1.436123325020616,-0.6186386542751847,-0.8174846707454312,0.758
2167,4,0.2,-1.436829780403179,-0.6175688382732919,-0.8192609421298871,0.798
2168,4,0.2,-1.4363784646452957,-0.6166034517116858,-0.8197750129336098,0.796
2169,4,0.2,-1.4353994004898913,-0.6160840123844307,-0.8193153881054607,0.796
2170,4,0.2,-1.4355444106342379,-0.6155284266975699,-0.8200159839366681,0.784
2171,4,0.2,-1.4351450056343966,-0.6156533377145945,-0.819491667919802,0.74
2172,4,0.2,-1.4372789901264555,-0.6159500787297618,-0.821328911396694,0.776
2173,4,0.2,-1.4356037156810224,-0.614698656686619,-0.8209050589944034,0.768
2174,4,0.2,-1.4403002906266429,-0.6178900957068226,-0.8224101949198203,0.772
2175,4,0.2,-1.4379186898477176,-0.6171530371399628,-0.8207656527077545,0.808
2176,4,0.2,-1.4399697328143657,-0.6169648869128839,-0.8230048459014817,0.766
2177,4,0.2,-1.4425414369200682,-0.6165607060948632,-0.8259807308252051,0.776
2178,4,0.2,-1.4443208058630834,-0.6170411868482631,-0.8272796190148204,0.78
2179,4,0.2,-1.4438303007486852,-0.618546370689885,-0.8252839300588003,0.788
2180,4,0.2,-1.440898080786466,-0.617582318359908,-0.8233157624265582,0.792
2181,4,0.2,-1.4431137540510544,-0.6184376965593009,-0.8246760574917534,0.772
2182,4,0.2,-1.4403815217536935,-0.6177807066576061,-0.8226008150960874,0.82
2183,4,0.2,-1.4368703409864907,-0.6169196827632253,-0.8199506582232652,0.814
2184,4,0.2,-1.4371823604608718,-0.6176686407056045,-0.8195137197552673,0.766
2185,4,0.2,-1.4338091740867096,-0.6168461980783404,-0.8169629760083693,0.764
2186,4,0.2,-1.4361503687079462,-0.6159326893659893,-0.820217679341957,0.776
2187,4,0.2,-1.4398392616144842,-0.6176675290742965,-0.8221717325401876,0.804
2188,4,0.2,-1.4371053939599687,-0.6174096037999649,-0.819695790160004,0.812
2189,4,0.2,-1.4368394030074714,-0.6190655889781327,-0.8177738140293386,0.81
2190,4,0.2,-1.4381251614893031,-0.61977628706134,-0.8183488744279631,0.788
2191,4,0.2,-1.4371184839073126,-0.6188924946680352,-0.8182259892392776,0.808
2192,4,0.2,-1.4348374909391017,-0.6169449846395874,-0.8178925062995145,0.816
2193,4,0.2,-1.4351981670500327,-0.6170809470346129,-0.8181172200154194,0.784
2194,4,0.2,-1.4362903913470577,-0.6178613338866467,-0.8184290574604112,0.782
2195,4,0.2,-1.437285680635628,-0.6194478017355046,-0.817837878900123,0.782
2196,4,0.2,-1.4378218401223313,-0.617872126846308,-0.8199497132760232,0.81
2197,4,0.2,-1.435861906736708,-0.6172165927643535,-0.8186453139723546,0.778
2198,4,0.2,-1.4356019296603062,-0.618353518485981,-0.8172484111743253,0.794
2199,4,0.2,-1.4347413908835185,-0.6168488808515676,-0.817892510031951,0.78
2200,4,0.2,-1.4377704994493707,-0.6172571392639006,-0.8205133601854705,0.808
2201,4,0.2,-1.435912852436511,-0.6163488665433833,-0.8195639858931278,0.772
2202,4,0.2,-1.4352399987722426,-0.6164292200952665,-0.8188107786769762,0.746
2203,4,0.2,-1.440147627626202,-0.6186854923098066,-0.8214621353163954,0.794
2204,4,0.2,-1.437903193343967,-0.6161328868289657,-0.821770306515001,0.76
2205,4,0.2,-1.4387516986190698,-0.6152462153428253,-0.8235054832762447,0.798
2206,4,0.2,-1.4374243390153405,-0.615262897157008,-0.8221614418583328,0.82
2207,4,0.2,-1.4356897944368672,-0.6158364328143414,-0.8198533616225259,0.81
2208,4,0.2,-1.4355685539451124,-0.6171859948088417,-0.8183825591362707,0.776
2209,4,0.2,-1.4315579807552907,-0.6161107097855951,-0.8154472709696958,0.782
2210,4,0.2,-1.4334057048553712,-0.6157138541551996,-0.8176918507001715,0.804
2211,4,0.2,-1.4342738254159826,-0.6155838128270217,-0.818690012588961,0.824
2212,4,0.2,-1.4382025157939866,-0.6159856248775533,-0.8222168909164334,0.782
2213,4,0.2,-1.440339208705002,-0.6145913985344803,-0.8257478101705215,0.774
2214,4,0.2,-1.4364483029673387,-0.6135996101639707,-0.822848692803368,0.758
2215,4,0.2,-1.4380489372521348,-0.6154967713019142,-0.8225521659502205,0.774
2216,4,0.2,-1.4378471323517374,-0.6155760662269706,-0.8222710661247667,0.786
2217,4,0.2,-1.4395878853994613,-0.6148722157665097,-0.8247156696329514,0.762
2218,4,0.2,-1.439323766823112,-0.6150163967068748,-0.824307370116237,0.802
2219,4,0.2,-1.4398904709716676,-0.6158443885707788,-0.8240460824008887,0.798
2220,4,0.2,-1.4407552402183794,-0.6163713905600723,-0.8243838496583071,0.79
2221,4,0.2,-1.4420801451932412,-0.6150386641459031,-0.8270414810473378,0.8
2222,4,0.2,-1.44172848268592,-0.6159252815100048,-0.8258032011759153,0.786
2223,4,0.2,-1.4420525038112195,-0.6165649610730667,-0.8254875427381531,0.764
2224,4,0.2,-1.4398133578104653,-0.6158505008783978,-0.8239628569320676,0.778
2225,4,0.2,-1.440119126238083,-0.6147767867067603,-0.8253423395313229,0.792
2226,4,0.2,-1.4402287199022976,-0.6142823391274526,-0.8259463807748451,0.804
2227,4,0.2,-1.440334640118104,-0.6150419981915752,-0.825292641926529,0.8
2228,4,0.2,-1.4422652256595383,-0.6148479035472527,-0.8274173221122856,0.808
2229,4,0.2,-1.4425072452920138,-0.6150722424104329,-0.8274350028815808,0.806
2230,4,0.2,-1.4444448776707735,-0.615742589838072,-0.8287022878327017,0.806
2231,4,0.2,-1.4461506240707118,-0.6169623586042228,-0.8291882654664888,0.778
2232,4,0.2,-1.445933629570866,-0.6169564696453393,-0.8289771599255269,0.808
2233,4,0.2,-1.4440945490157109,-0.6164055836402756,-0.8276889653754353,0.806
2234,4,0.2,-1.4427703304141941,-0.6154657257765921,-0.8273046046376021,0.812
2235,4,0.2,-1.4424943513701494,-0.6164101369204716,-0.8260842144496781,0.786
2236,4,0.2,-1.4423959158062272,-0.617090805944354,-0.8253051098618729,0.798
2237,4,0.2,-1.4430446094401328,-0.6165877035336637,-0.8264569059064689,0.778
2238,4,0.2,-1.4435986986664429,-0.6160418376567208,-0.827556861009722,0.772
2239,4,0.2,-1.4393163233182296,-0.6156463713430074,-0.8236699519752222,0.76
2240,4,0.2,-1.4375270265229978,-0.6162036463197514,-0.8213233802032467,0.802
2241,4,0.2,-1.43949968293327,-0.6190440389300784,-0.8204556440031914,0.798
2242,4,0.2,-1.4381905086573865,-0.6191434981107081,-0.8190470105466784,0.78
2243,4,0.2,-1.438689982913558,-0.6195134893273011,-0.8191764935862568,0.748
2244,4,0.2,-1.439952865363081,-0.619283634013105,-0.8206692313499765,0.8
2245,4,0.2,-1.440349783746862,-0.6182287778226392,-0.8221210059242228,0.82
2246,4,0.2,-1.4368023165382584,-0.616709694240863,-0.8200926222973952,0.79
2247,4,0.2,-1.440220119824487,-0.6174398523620682,-0.8227802674624188,0.762
2248,4,0.2,-1.4414813020793258,-0.6182532571567673,-0.8232280449225586,0.806
2249,4,0.2,-1.444281892659356,-0.6193686503793487,-0.8249132422800071,0.796
2250,4,0.2,-1.4425253509127247,-0.617831099307117,-0.8246942516056074,0.778
2251,4,0.2,-1.441313786034503,-0.6184431218727584,-0.8228706641617447,0.796
2252,4,0.2,-1.4373242220419145,-0.6162282685954157,-0.8210959534464989,0.784
2253,4,0.2,-1.4397921004502536,-0.616541979340559,-0.8232501211096946,0.784
2254,4,0.2,-1.440640070694015,-0.6172817907649958,-0.8233582799290193,0.818
2255,4,0.2,-1.4344330249375312,-0.6160522169467428,-0.8183808079907884,0.784
2256,4,0.2,-1.4415443476669136,-0.6167159304766487,-0.824828417190265,0.776
2257,4,0.2,-1.4396441668292812,-0.6165028867472431,-0.8231412800820379,0.776
2258,4,0.2,-1.4400166226755926,-0.6175902664427786,-0.8224263562328141,0.78
2259,4,0.2,-1.4413109574366514,-0.6169342487416352,-0.8243767086950163,0.778
2260,4,0.2,-1.4382305020781323,-0.6156804921891992,-0.822550009888933,0.808
2261,4,0.2,-1.437760853476749,-0.6156676354323568,-0.8220932180443922,0.838
2262,4,0.2,-1.4394585270987341,-0.6154303524175264,-0.8240281746812076,0.796
2263,4,0.2,-1.4395763236214738,-0.6173272561841815,-0.8222490674372923,0.8
2264,4,0.2,-1.4353300797119752,-0.6173465777437678,-0.8179835019682076,0.8
2265,4,0.2,-1.4387546553704667,-0.6167396766998888,-0.8220149786705778,0.82
2266,4,0.2,-1.4369139442751124,-0.6194859023463491,-0.8174280419287634,0.784
2267,4,0.2,-1.4378261790357088,-0.6184434664536613,-0.8193827125820472,0.792
2268,4,0.2,-1.4363036946444174,-0.616475147099713,-0.8198285475447044,0.798
2269,4,0.2,-1.440144117426371,-0.6160872095730245,-0.8240569078533463,0.804
2270,4,0.2,-1.4406552412384892,-0.616463711800044,-0.8241915294384452,0.786
2271,4,0.2,-1.4402382551156814,-0.6159450383432488,-0.8242932167724325,0.84
2272,4,0.2,-1.4399987895176887,-0.6160725121442856,-0.8239262773734031,0.788
2273,4,0.2,-1.4384986981456986,-0.6163092421286781,-0.8221894560170208,0.8
2274,4,0.2,-1.4381549877866338,-0.6161975179132927,-0.8219574698733411,0.796
2275,4,0.2,-1.4378583904984643,-0.6159657660947592,-0.8218926244037053,0.81
2276,4,0.2,-1.4353071419998784,-0.6151358061604532,-0.8201713358394251,0.794
2277,4,0.2,-1.4362068167215079,-0.614997987415984,-0.8212088293055239,0.786
2278,4,0.2,-1.436595026920151,-0.6145095872777558,-0.8220854396423951,0.798
2279,4,0.2,-1.4352157596604602,-0.6142236845153971,-0.8209920751450632,0.786
2280,4,0.2,-1.4314754986322218,-0.6118363415086793,-0.8196391571235426,0.81
2281,4,0.2,-1.4296637413036521,-0.6122834652174974,-0.8173802760861547,0.792
2282,4,0.2,-1.4336064833647388,-0.6131893122333586,-0.8204171711313805,0.796
2283,4,0.2,-1.434436012154169,-0.614214592848638,-0.8202214193055313,0.784
2284,4,0.2,-1.4363751052849556,-0.6144524168438995,-0.8219226884410562,0.798
2285,4,0.2,-1.4338722867723372,-0.6152780792165294,-0.8185942075558078,0.784
2286,4,0.2,-1.4358963279313948,-0.6153346694770411,-0.8205616584543538,0.794
2287,4,0.2,-1.4371820117831449,-0.6158501160791771,-0.8213318957039678,0.798
2288,4,0.2,-1.4370584566910434,-0.6150189985523293,-0.8220394581387143,0.774
2289,4,0.2,-1.4366651985601662,-0.6151980801031082,-0.821467118457058,0.774
2290,4,0.2,-1.4358273419223742,-0.6158410630686902,-0.8199862788536839,0.8
2291,4,0.2,-1.4344647731182647,-0.6160110144778966,-0.8184537586403682,0.798
2292,4,0.2,-1.435156125252797,-0.616204357724091,-0.818951767528706,0.794
2293,4,0.2,-1.4380551078562738,-0.6159579948824899,-0.8220971129737839,0.78
2294,4,0.2,-1.4392665842602106,-0.6159973115344658,-0.8232692727257447,0.804
2295,4,0.2,-1.4407403707316182,-0.6156792971037696,-0.8250610736278486,0.79
