step,r_s,elocal,weight,weightvar,elocalvar,eref,tau,popstep
0,4,-1.7732853118402103,0.9992565998574967,0.0,0.04662080825364481,-1.7773988292549125,0.2,10
1,4,-1.772492249016257,0.9987656348147897,0.00921465813501786,0.0471741380781459,-1.7749415740549015,0.2,10
2,4,-1.7685475441427234,0.9979987020614867,0.01786095285023243,0.04550757742680321,-1.7711006962064098,0.2,10
3,4,-1.7647181874488806,0.9972749270778274,0.025686119586403527,0.04333091787196947,-1.7674732487985212,0.2,10
4,4,-1.762326297501381,0.9966899399832607,0.03278485329477872,0.04208755820321809,-1.7645394603400897,0.2,10
5,4,-1.7592208453956801,0.9961611811196213,0.03912883717504874,0.03950241965272924,-1.761886181977003,0.2,10
6,4,-1.7588794369109815,0.9958210597980324,0.04467787481647285,0.03910629322276057,-1.7601787303847767,0.2,10
7,4,-1.7569040498344608,0.9955943358899685,0.04971140795522274,0.03821223076354528,-1.759040224026262,0.2,10
8,4,-1.755398528303032,0.9952440845911859,0.05421517252338569,0.036421594642204375,-1.7572809084595489,0.2,10
9,4,-1.7532350413037767,0.9948882502950851,0.0585482856178791,0.03655956556001821,-1.7554929153012295,0.2,10
10,4,-1.7525605743510966,0.9946303662203385,1.1102230246251565e-16,0.03646204579698948,-1.7541967018652251,0.2,10
11,4,-1.7529826753738407,0.9944673296518517,0.0069508096290670065,0.03671742835152591,-1.7533770509793472,0.2,10
12,4,-1.7501536466660987,0.9941725546486135,0.013385535009720898,0.035258469672077644,-1.7518947564335916,0.2,10
13,4,-1.7503010498238645,0.9939328726369845,0.019123316939955143,0.03459693673273696,-1.7506891764401933,0.2,10
14,4,-1.7512971224369225,0.9940708215352089,0.02456504450949778,0.03475170442477378,-1.7513830830906199,0.2,10
15,4,-1.750330324300083,0.9940952424490529,0.029774966862625273,0.03498523421663939,-1.7515059144490641,0.2,10
16,4,-1.7492286664486887,0.9939032064519183,0.03461925688928091,0.0350047569922518,-1.7505399378516577,0.2,10
17,4,-1.7474576871893566,0.993635514120054,0.039343556742571104,0.03516263207562574,-1.749193084425799,0.2,10
18,4,-1.7486351114006458,0.9935894382088302,0.04388183470277752,0.035078406137570246,-1.7489612238547139,0.2,10
19,4,-1.7479958423285433,0.9936425442610464,0.04798102945845997,0.034818042434930314,-1.7492284601547399,0.2,10
20,4,-1.74852460811222,0.9936337938991848,0.0,0.03570405541476293,-1.749184428221719,0.2,10
21,4,-1.7491188176152748,0.9935860873492058,0.0065306165885565546,0.03442854846300543,-1.7489443614307296,0.2,10
22,4,-1.7490566991807448,0.9936717160990818,0.012552869282603026,0.03431663356858632,-1.7493752504164486,0.2,10
23,4,-1.7468556100848922,0.9934766314099583,0.018270943372584607,0.034994491046724294,-1.7483935185291706,0.2,10
24,4,-1.7486727682143732,0.9934664192720154,0.02385452539388479,0.035450097041323854,-1.748342122300479,0.2,10
25,4,-1.7482577369068877,0.9936364813228581,0.029502784757401767,0.0364540433093561,-1.7491979514133391,0.2,10
26,4,-1.7474957979723675,0.9935448837595877,0.035017364815078764,0.034279009145458325,-1.7487370092721501,0.2,10
27,4,-1.745491415922459,0.9932683332771828,0.0397512747347949,0.03121592360701701,-1.7473450793120535,0.2,10
28,4,-1.746720246951469,0.9931922191945075,0.04403767347681217,0.03251638655922527,-1.746961914981819,0.2,10
29,4,-1.7463378261656104,0.9932886380545778,0.048235483384372634,0.03298758709011805,-1.747447290211055,0.2,10
30,4,-1.7462504937997683,0.9932366635988109,1.1102230246251565e-16,0.032815949590710075,-1.7471856552057743,0.2,10
31,4,-1.746208373096463,0.9928555698155791,0.0059522288922200794,0.032825990583786054,-1.745266843070581,0.2,10
32,4,-1.745353313281378,0.9930076586484645,0.01166786172652243,0.03170371074076378,-1.746032700613049,0.2,10
33,4,-1.7459846391056182,0.9930074728914442,0.016797803143124797,0.03206729840966474,-1.7460317652877464,0.2,10
34,4,-1.747385535843647,0.9932286032270722,0.021654128338755577,0.033324745061443034,-1.7471450787513385,0.2,10
35,4,-1.7481668600323679,0.9934654156989309,0.026420979476910536,0.03370017227315193,-1.7483370714322657,0.2,10
36,4,-1.746176163269692,0.9933619922892001,0.03103165724281165,0.03235288269486723,-1.7478165259162919,0.2,10
37,4,-1.744421305680628,0.9930075460420621,0.03557700965285717,0.03370290102095693,-1.7460321336163696,0.2,10
38,4,-1.7448653757041037,0.9928921469420725,0.04000721660975041,0.03374123795649927,-1.745451041325922,0.2,10
39,4,-1.7450523338948047,0.992958613166667,0.04410281477934454,0.03269246875717075,-1.7457857403171784,0.2,10
40,4,-1.744646435426503,0.9929335993175806,3.3306690738754696e-16,0.03211157950047907,-1.7456597825792366,0.2,10
41,4,-1.7469151701316477,0.9930962520660717,0.006100460010353962,0.03199023388131735,-1.7464787669904798,0.2,10
42,4,-1.7455765538540786,0.9930949632635331,0.011290469655689618,0.030052781092957923,-1.7464722781764692,0.2,10
43,4,-1.745925642636226,0.9930161137796559,0.016039893849191984,0.03141308883441168,-1.7460752737751044,0.2,10
44,4,-1.7451342516614587,0.9929947744015157,0.02082094683930325,0.03181126196957607,-1.7459678253302442,0.2,10
45,4,-1.7463447871697226,0.9930533581050857,0.025406198536177968,0.03155166118069541,-1.7462628015829742,0.2,10
46,4,-1.74427150436611,0.9929806967359619,0.029753306093057916,0.03097309690955895,-1.74589693993534,0.2,10
47,4,-1.743319335648521,0.9926872805386316,0.033756943825732785,0.030156029415079565,-1.7444192699380197,0.2,10
48,4,-1.74513402847881,0.9927809472582316,0.037572821057623475,0.032050052834891346,-1.744891031300695,0.2,10
49,4,-1.7445703934207781,0.9929182757687599,0.04137722728860204,0.03128505127847359,-1.7455826189749746,0.2,10
50,4,-1.7463295938712209,0.9930455134378152,1.1102230246251565e-16,0.03245547704036537,-1.7462233037141466,0.2,10
51,4,-1.745343495769508,0.9928794191454801,0.005861087422178179,0.03239167948882623,-1.7453869463574443,0.2,10
52,4,-1.7446261934368628,0.9928473262439879,0.01141956150550469,0.03147895082888791,-1.7452253284431491,0.2,10
53,4,-1.7451232365448277,0.9928512221186684,0.01672371569431632,0.03250258274813961,-1.7452449481114207,0.2,10
54,4,-1.7457057109511407,0.9929792073672489,0.02174567588688688,0.03200443429848096,-1.745889440444993,0.2,10
55,4,-1.7439763665508974,0.9928779221794158,0.026320619252988772,0.03224430858880681,-1.7453794078428795,0.2,10
56,4,-1.7437683497018661,0.9926952888487672,0.030548267812327334,0.030091758200172358,-1.7444596062956523,0.2,10
57,4,-1.7441969708449705,0.9927289630682687,0.03463102026841657,0.032231872896985515,-1.744629213468891,0.2,10
58,4,-1.7445751820602922,0.992821658070944,0.038648136573120224,0.03013860114343594,-1.7450960613132909,0.2,10
59,4,-1.74450186328866,0.9928581011612331,0.042448970458158326,0.030995513825431368,-1.7452795908583938,0.2,10
60,4,-1.7446226014345454,0.9928768898390904,1.1102230246251565e-16,0.03248989060070779,-1.7453742091128077,0.2,10
61,4,-1.746194038502454,0.9929715710696041,0.006041499967740715,0.03289455923707258,-1.745850988849274,0.2,10
62,4,-1.7454506571858661,0.9930188464297105,0.011952827232665941,0.03398623583958975,-1.7460890331001366,0.2,10
63,4,-1.7456674853385121,0.9929964451059667,0.017623955694635977,0.03311354187244883,-1.7459762377765549,0.2,10
64,4,-1.745670123295693,0.9930379263747198,0.022800204910194306,0.03262022419859952,-1.7461851025845094,0.2,10
65,4,-1.7459434226446087,0.9930788406535368,0.02753244983054999,0.03305519454533632,-1.7463911039611757,0.2,10
66,4,-1.7467020396835609,0.9932011157995145,0.03223548127809262,0.035173565611092444,-1.7470067027126752,0.2,10
67,4,-1.746537086645391,0.9932819380879971,0.03698215833989766,0.03451978139319195,-1.74741356391579,0.2,10
68,4,-1.748736449175719,0.9934908193535594,0.04137134865187862,0.0329619460486626,-1.7484649235418444,0.2,10
69,4,-1.7490079234467395,0.9937416291773784,0.04544962143017968,0.033475736474353875,-1.7497270296700738,0.2,10
70,4,-1.748795492666487,0.9937575956643147,1.1102230246251565e-16,0.03394962943598932,-1.7498073642268723,0.2,10
71,4,-1.750615512648061,0.9939732652056196,0.006639721424760785,0.03651728096116858,-1.7508923679685597,0.2,10
72,4,-1.7478322117502003,0.9937053815430645,0.013134428912311272,0.03528332582754651,-1.749544646773209,0.2,10
73,4,-1.7470617300486746,0.9933858527099598,0.019240698237256472,0.03659501304058269,-1.7479366237979634,0.2,10
74,4,-1.7476290863470194,0.9933942452081994,0.025071766542399496,0.03616008302299788,-1.7479788655047754,0.2,10
75,4,-1.750425163682909,0.9937508568109212,0.030595787214854807,0.03616450994645592,-1.7497734581904725,0.2,10
76,4,-1.749469757170003,0.9939528591330018,0.03584936832498809,0.03566531511161201,-1.7507897179134662,0.2,10
77,4,-1.7482773216826177,0.993751318603546,0.040746475278702954,0.03538604910035885,-1.7497757816728337,0.2,10
78,4,-1.7474480325600747,0.9935616215041041,0.04540198736292428,0.035843693932320043,-1.7488212410154984,0.2,10
79,4,-1.7486266282197644,0.9936054721115827,0.04983737541641037,0.03464328130659544,-1.749041909964912,0.2,10
80,4,-1.747568568247496,0.9936142987462168,1.1102230246251565e-16,0.032792697792688195,-1.7490863269678212,0.2,10
81,4,-1.7484159892592734,0.9934002651725451,0.006162090342337258,0.03313801072348431,-1.7480091653889078,0.2,10
82,4,-1.7474428497161747,0.9934356303024251,0.011853929207947441,0.0333878512447523,-1.74818716262544,0.2,10
83,4,-1.7477603112512867,0.993397908562257,0.017293884735358585,0.03330571048747158,-1.747997304041745,0.2,10
84,4,-1.7471598393905488,0.9933935733179008,0.022523604154611382,0.034236916275853554,-1.7479754837128594,0.2,10
85,4,-1.7453919567418863,0.9931745001154457,0.027375458422415403,0.03311139103794219,-1.7468727115185771,0.2,10
86,4,-1.746215824032046,0.993091640291014,0.03185893937761753,0.033510275246716216,-1.746455547761948,0.2,10
87,4,-1.7456631702928005,0.9931281885534081,0.036074702193696684,0.032606008387236186,-1.7466395569127353,0.2,10
88,4,-1.7454374055600368,0.9930627778557125,0.04016111994357834,0.03398331062364204,-1.7463102295780255,0.2,10
89,4,-1.7455486159063325,0.9930621907098369,0.04413187690687524,0.031911391766574,-1.7463072733396978,0.2,10
90,4,-1.74479614698401,0.9930069234589335,2.220446049250313e-16,0.03322226390846756,-1.7460289987795443,0.2,10
91,4,-1.746088040431967,0.9930109718811643,0.006228935278062174,0.03330172331308478,-1.746049383400651,0.2,10
92,4,-1.744467653901948,0.9929096881798307,0.011958437889346323,0.032303588551516174,-1.7455393745999053,0.2,10
93,4,-1.7467150017385316,0.9929936460284915,0.01707479783805352,0.03326144221577247,-1.7459621436605366,0.2,10
94,4,-1.7468272737688508,0.993247437751058,0.021920617619667564,0.03246916956367343,-1.7472398924998909,0.2,10
95,4,-1.7450321241719557,0.9930958895334591,0.026508087509476055,0.03150921092502833,-1.746476941725917,0.2,10
96,4,-1.7450852961543375,0.9929372954875921,0.030928685367188288,0.03172056811855737,-1.7456783949171313,0.2,10
97,4,-1.744168939169814,0.9928530464298678,0.03485014090450502,0.02991461443368399,-1.745254135336467,0.2,10
98,4,-1.7448736739364161,0.9928304242137117,0.038324080201564345,0.032390855586418986,-1.7451402087389425,0.2,10
99,4,-1.7448802081861663,0.9929173613789773,0.0419226013584381,0.031955042968712266,-1.7455780144157353,0.2,10
100,4,-1.7451226946316087,0.9929492028761383,1.1102230246251565e-16,0.03158987140865898,-1.745738354983106,0.2,10
101,4,-1.7459040349666821,0.9930114105850095,0.006010612717639272,0.03257041326101994,-1.7460515923578555,0.2,10
102,4,-1.7442872645337375,0.9928715551816941,0.01167870624642967,0.031795625866702204,-1.7453473443938137,0.2,10
103,4,-1.7445547749530526,0.9927587516705483,0.016731470088933803,0.030871482650422537,-1.7447792451314388,0.2,10
104,4,-1.745590155239664,0.9929038452789691,0.02136027645157292,0.03146529905056832,-1.7455099513899035,0.2,10
105,4,-1.7461517133072302,0.9930753116684801,0.025685916410348817,0.03129593782870478,-1.7463733360298535,0.2,10
106,4,-1.7464970942433005,0.9931807443260453,0.029922188645937885,0.03315211662098457,-1.7469041470365516,0.2,10
107,4,-1.7451688961728569,0.9931003845706207,0.03416628676082312,0.031897237741087804,-1.7464995731104371,0.2,10
108,4,-1.7468199965713989,0.9931482191953037,0.03839620797561572,0.033798836549378014,-1.7467404021013382,0.2,10
109,4,-1.7479711378591298,0.9934426317874845,0.04263320281054113,0.032761619954404714,-1.7482224012467105,0.2,10
110,4,-1.7465334861668202,0.9934125585355099,3.3306690738754696e-16,0.030196368634758868,-1.7480710401806212,0.2,10
111,4,-1.747307639266474,0.9934240834633563,0.00585989902532581,0.0320495640386399,-1.7481290465994823,0.2,10
112,4,-1.7461098911910249,0.9931894019310064,0.011384843025123121,0.03298233883345809,-1.7469477320903088,0.2,10
113,4,-1.7472211993562705,0.9932064078599464,0.016650348539554414,0.0336209437701407,-1.747033344075879,0.2,10
114,4,-1.747519187857726,0.9933684598036825,0.02169357068994748,0.03313421012797066,-1.7478490794741932,0.2,10
115,4,-1.746413420469296,0.9933087762318684,0.026577233292258653,0.0336647779769063,-1.7475486604088843,0.2,10
116,4,-1.7452229527806966,0.9930986852513807,0.031284761201708276,0.03308429980860993,-1.7464910174763804,0.2,10
117,4,-1.7457785879791228,0.9930440160695081,0.035616556092033846,0.032250418941095656,-1.7462157644351461,0.2,10
118,4,-1.744941020007378,0.99301179528917,0.03936386508418305,0.029855717739388,-1.7460535294155834,0.2,10
119,4,-1.7447990084626708,0.9929149125034603,0.04278270778292692,0.03194863468724967,-1.745565682681832,0.2,10
