step,r_s,ke,pot,elocal,weight,weightvar,elocalvar,eref,tau,popstep
0,4,-0.6114090953956934,0.0,-0.6114090953956934,0.9957561385761031,1.1102230246251565e-16,1.3909395186262365,-0.7930958224285833,0.2,10
1,4,-0.551677929513052,0.0,-0.551677929513052,0.9819593125477275,0.128439130113998,1.2732618872652512,-0.7233332595593038,0.2,10
2,4,-0.4492090670565815,0.0,-0.4492090670565815,0.9748576298977438,0.2144303978159369,1.169432893635821,-0.6870410869233127,0.2,10
3,4,-0.14374857958908024,0.0,-0.14374857958908024,0.9546379915053026,0.2988751130924316,1.7844523752786974,-0.5822448989841821,0.2,10
4,4,0.0371948894105163,0.0,0.0371948894105163,0.9355780018870746,0.38139512909462914,1.7518495096393336,-0.48140649897387533,0.2,10
5,4,0.22805194911389656,0.0,0.22805194911389656,0.9200430705138183,0.46589782087422554,1.8225989530463345,-0.39768631194856796,0.2,10
6,4,0.4112592636571055,0.0,0.4112592636571055,0.9092093329355462,0.5566288272629387,1.9306769957679786,-0.33846067294783444,0.2,10
7,4,0.7339729718733452,0.0,0.7339729718733452,0.897554915911259,0.6547304073574557,2.6659926341659212,-0.27395541900982767,0.2,10
8,4,0.9223638645303928,0.0,0.9223638645303928,0.8903968893941144,0.7594799944448926,2.689668315211401,-0.2339204206455573,0.2,10
9,4,1.0785413146004585,0.0,1.0785413146004585,0.8866979974051535,0.8701745640419495,2.7119367503729896,-0.21310612784631153,0.2,10
10,4,1.2471187861816215,0.0,1.2471187861816215,0.8844077816934502,1.1102230246251565e-16,3.655274659801113,-0.20017512725206896,0.2,10
11,4,0.0682340613285323,0.0,0.0682340613285323,0.8859152143808873,0.16454536565381808,1.6009979661174278,-0.20869014431451305,0.2,10
12,4,0.24656999424803228,0.0,0.24656999424803228,0.8853093205214753,0.2902894348339675,1.9750937539313107,-0.20526938160992148,0.2,10
13,4,0.5174207078584327,0.0,0.5174207078584327,0.878620008524146,0.40754751858719274,2.176584203760774,-0.16734641069133555,0.2,10
14,4,0.8330854624415345,0.0,0.8330854624415345,0.8695302583240605,0.52728308393016,2.632331165957679,-0.11534955269025439,0.2,10
15,4,1.0262965839613916,0.0,1.0262965839613916,0.8686870281539479,0.6485826824785463,2.751146790347485,-0.11049843170084153,0.2,10
16,4,1.0351672683073974,0.0,1.0351672683073974,0.8698345774221886,0.7675029025603365,2.800647953315341,-0.11709915171042047,0.2,10
17,4,1.1033329399992895,0.0,1.1033329399992895,0.8706371390499527,0.8863123859642026,2.3908941369976238,-0.12171032508974655,0.2,10
18,4,1.3353320296862945,0.0,1.3353320296862945,0.868336320018739,1.0152564270283135,2.998441861707524,-0.10847941370466167,0.2,10
19,4,1.6651177078415493,0.0,1.6651177078415493,0.8711232397084495,1.1616307794005292,4.781862301007329,-0.12450118356285103,0.2,10
20,4,1.821732127516602,0.0,1.821732127516602,0.8717884302003363,0.0,4.833403897301358,-0.12831773110033418,0.2,10
21,4,0.09236684377196952,0.0,0.09236684377196952,0.8765116237126195,0.16260182739604798,1.5264300960997117,-0.1553337172444843,0.2,10
22,4,0.34921209087524585,0.0,0.34921209087524585,0.8726290876674069,0.29502728531708444,1.6522675110156602,-0.13313686140336134,0.2,10
23,4,0.5338200901154744,0.0,0.5338200901154744,0.8678725539727009,0.41514250212686943,1.9024844844178175,-0.10580827163175169,0.2,10
24,4,0.7402487792229676,0.0,0.7402487792229676,0.866495226339904,0.5346639619375931,2.0237462856714266,-0.09786688839129178,0.2,10
25,4,1.0050612966009316,0.0,1.0050612966009316,0.8639881035092094,0.6527374461082315,2.562580473097854,-0.0833788864463002,0.2,10
26,4,1.139747613581204,0.0,1.139747613581204,0.8577910698663928,0.7722648728780902,2.505869885190782,-0.047386695936667736,0.2,10
27,4,1.2769981631836345,0.0,1.2769981631836345,0.8590052717087656,0.9070986837146245,2.7480916723575612,-0.05445918330990486,0.2,10
28,4,1.5543492831171393,0.0,1.5543492831171393,0.8612834786376511,1.0542828887137183,3.103684048008094,-0.06770235693572133,0.2,10
29,4,1.5904342043917439,0.0,1.5904342043917439,0.8664687791419826,1.2095864687854925,2.9427168181583814,-0.09771427588555107,0.2,10
30,4,1.5992257626138047,0.0,1.5992257626138047,0.8724074391988529,1.1102230246251565e-16,2.9003465899928735,-0.13186669618714064,0.2,10
31,4,0.23059206261701498,0.0,0.23059206261701498,0.871128760280956,0.17472652048679882,2.215538841176251,-0.12453286998081221,0.2,10
32,4,0.27100018276591675,0.0,0.27100018276591675,0.8772547607508934,0.3063267958335004,1.737314342843067,-0.15957109509215517,0.2,10
33,4,0.4710462792642527,0.0,0.4710462792642527,0.8763525023438388,0.42711383447355183,1.7300518019072115,-0.15442593798850862,0.2,10
34,4,0.7356307565294848,0.0,0.7356307565294848,0.8709553823648537,0.550728108854177,2.0888047978797,-0.1235376372453177,0.2,10
35,4,0.918330060238468,0.0,0.918330060238468,0.8771173485653264,0.6785089605678823,2.3717347999722005,-0.15878783944691155,0.2,10
36,4,1.1152010019989416,0.0,1.1152010019989416,0.8818275604260619,0.8019733783905271,2.8234369215183035,-0.18556652418909234,0.2,10
37,4,1.3360434529247533,0.0,1.3360434529247533,0.878125969850241,0.918954239106428,2.9809376173803845,-0.1645341732192677,0.2,10
38,4,1.2946052338708003,0.0,1.2946052338708003,0.8773058495436048,1.0399150440203566,2.829493421863626,-0.15986227222462962,0.2,10
39,4,1.7180731158721028,0.0,1.7180731158721028,0.8678194414717091,1.1623766510774054,3.884353932089606,-0.10550226975383854,0.2,10
40,4,1.66557271381286,0.0,1.66557271381286,0.8643758198305692,0.0,3.159113908773826,-0.08562214275724048,0.2,10
41,4,0.08702332944968852,0.0,0.08702332944968852,0.8710884458656488,0.15704357409494749,1.356439477122196,-0.12430147279811823,0.2,10
42,4,0.3760643869880928,0.0,0.3760643869880928,0.8644679463912751,0.2866651211216232,1.7464727262178676,-0.08615502237651634,0.2,10
43,4,0.6598949533244922,0.0,0.6598949533244922,0.8565058226402753,0.40978977928746463,2.2272162968120126,-0.03988946793292477,0.2,10
44,4,0.8723893382818142,0.0,0.8723893382818142,0.8528147071747476,0.527596293382182,2.28662339154761,-0.018295383392184335,0.2,10
45,4,0.9553022583633237,0.0,0.9553022583633237,0.851232404262519,0.6434737884564097,2.2069176147622023,-0.009009822233863289,0.2,10
46,4,1.43193723135934,0.0,1.43193723135934,0.8449071572465205,0.7671385007847713,3.6441029672428185,0.02828237046896747,0.2,10
