step,elocal,weight,weightvar,elocalvar,eref,tau
52,2.0277205187215056e-10,0.9999999999997358,1.1640682379234303e-12,1.164069025863289e-10,1.4511874043752455e-10,0.01
53,2.205466983292362e-10,0.9999999999989817,1.3853901884580829e-12,1.3853883556302728e-10,1.4613703699571126e-10,0.01
54,2.176154104346711e-10,0.9999999999982668,1.2845130591656431e-12,1.284508469871557e-10,1.478702061594551e-10,0.01
55,1.8426588477856706e-10,0.9999999999979028,9.329977634653328e-13,9.330008358760917e-11,1.499674174529742e-10,0.01
56,1.8387906167009298e-10,0.9999999999975637,9.51702690051175e-13,9.517014486360772e-11,1.5240369085821463e-10,0.01
57,1.7275526166471785e-10,0.9999999999973602,8.408672586093336e-13,8.408678758847442e-11,1.5504346814386935e-10,0.01
58,1.7140369629833666e-10,0.9999999999971966,9.313039267492123e-13,9.313068282479469e-11,1.5784689230335426e-10,0.01
59,1.791786512623338e-10,0.9999999999969832,1.1395196035665838e-12,1.1395270216087049e-10,1.6086370132817275e-10,0.01
60,1.8110160314606632e-10,0.9999999999967809,1.1371655917439632e-12,1.1371700445618142e-10,1.6408279298807856e-10,0.01
61,1.85316630507498e-10,0.9999999999965685,1.1302132145307883e-12,1.1302185502033735e-10,1.675142703125959e-10,0.01
62,1.7525754340548428e-10,0.999999999996491,1.1158480748380251e-12,1.1158516096454141e-10,1.710232412042323e-10,0.01
63,1.6622515574775055e-10,0.999999999996539,8.923542003298966e-13,8.923555651192118e-11,1.7448425046120477e-10,0.01
64,1.6743858335324565e-10,0.9999999999966093,9.086629992429235e-13,9.086621150165022e-11,1.778749826007182e-10,0.01
65,1.656717768824881e-10,0.9999999999967314,8.449179386617603e-13,8.449193361334025e-11,1.8114359020752248e-10,0.01
66,1.7458636146653307e-10,0.999999999996797,8.885429596867311e-13,8.885408076935227e-11,1.8434658363357117e-10,0.01
67,1.684542994457893e-10,0.9999999999969558,8.98472364861402e-13,8.984727603834019e-11,1.8739081516709798e-10,0.01
68,1.7348878005633656e-10,0.9999999999970948,1.1469287607453768e-12,1.1469266917689174e-10,1.902960467779413e-10,0.01
69,1.716964246008432e-10,0.9999999999972806,1.261642897260901e-12,1.261641543863799e-10,1.9301542705446186e-10,0.01
70,1.7937358246684674e-10,0.9999999999974171,1.7377894662734549e-12,1.7377915260540097e-10,1.9559836092125562e-10,0.01
71,2.0275759633574456e-10,0.9999999999973456,2.61275205318483e-12,2.612754084439249e-10,1.9825279315083542e-10,0.01
72,2.2278147585777472e-10,0.9999999999971003,3.1545193914558126e-12,3.1545167824798206e-10,2.0115247364655562e-10,0.01
73,2.0973657587384237e-10,0.9999999999970144,2.151558510032872e-12,2.1515534180375295e-10,2.0413808540438203e-10,0.01
74,1.9887019505444797e-10,0.999999999997067,2.2424733293962595e-12,2.2424714068300986e-10,2.0707107259084106e-10,0.01
75,1.9233959279137388e-10,0.9999999999972142,2.5455136517125476e-12,2.545516615343839e-10,2.0985684420423438e-10,0.01
76,1.8367798975377045e-10,0.9999999999974759,2.1999382240775395e-12,2.1999426873738363e-10,2.1238093625072286e-10,0.01
77,1.726014209521858e-10,0.9999999999978738,1.6184168429108587e-12,1.6184192795502462e-10,2.1450712436518474e-10,0.01
78,1.7016740312723927e-10,0.9999999999983173,1.6768083609899724e-12,1.6768129103513048e-10,2.1618977838130805e-10,0.01
79,1.6972712018446273e-10,0.9999999999987819,1.7004107882643792e-12,1.7004065633453526e-10,2.1740791508392752e-10,0.01
80,1.890705616542891e-10,0.9999999999990652,2.180136242001713e-12,2.180138490246015e-10,2.1834272287066234e-10,0.01
81,1.7439517972732903e-10,0.9999999999995046,1.4752381809725127e-12,1.4752364577247802e-10,2.1883810438425022e-10,0.01
82,1.7173433191491608e-10,0.9999999999999757,1.5302352364603233e-12,1.530236459346195e-10,2.188624182684895e-10,0.01
83,1.821104453599149e-10,1.000000000000343,1.7421659600923779e-12,1.7422028658928884e-10,2.1851935935388039e-10,0.01
84,1.6230266186849518e-10,1.0000000000009053,1.375953753376948e-12,1.3759573291039174e-10,2.1761408349960145e-10,0.01
85,1.346347316123453e-10,1.000000000001735,7.410079758098239e-13,7.409989847444412e-11,2.1587902695671875e-10,0.01
86,1.3139355525799953e-10,1.00000000000258,6.625640338018839e-13,6.625577394450638e-11,2.1329909069209815e-10,0.01
87,1.2962532029737718e-10,1.0000000000034168,6.5847037183538e-13,6.584597234158988e-11,2.098822683115176e-10,0.01
88,1.35872658404265e-10,1.000000000004157,7.630082359997936e-13,7.629944219608673e-11,2.0572537126272473e-10,0.01
89,1.3148869918997483e-10,1.0000000000048994,7.3031182395326e-13,7.302952522007836e-11,2.008259570550659e-10,0.01
90,1.406227623026071e-10,1.0000000000055014,1.0031111286309299e-12,1.0030951057327515e-10,1.9532457992345846e-10,0.01
91,1.5394529929622093e-10,1.000000000005915,1.0776219788374067e-12,1.0775997540145606e-10,1.8940953369287805e-10,0.01
92,1.5986195436064605e-10,1.0000000000062108,1.1408884733746203e-12,1.1408627754197229e-10,1.8319872404853928e-10,0.01
93,1.4880048724511636e-10,1.000000000006555,1.0538857280880391e-12,1.0538644079805517e-10,1.766437452665689e-10,0.01
94,1.3001549457969143e-10,1.000000000007021,6.829774532931491e-13,6.829701214243386e-11,1.6962269485886406e-10,0.01
95,1.3522719354555367e-10,1.000000000007365,1.0998266794220012e-12,1.0998140602994616e-10,1.622576973581328e-10,0.01
96,1.2785783323368451e-10,1.0000000000077092,8.744047861781863e-13,8.743867995301173e-11,1.5454853071977037e-10,0.01
97,1.3958189085085743e-10,1.0000000000078588,1.0885892268088114e-12,1.0885794524587466e-10,1.4668970601768963e-10,0.01
98,1.4025096744659236e-10,1.0000000000079232,1.021072372630903e-12,1.021049287290407e-10,1.3876648838018112e-10,0.01
99,1.341979825660776e-10,1.000000000007969,1.0653038178133715e-12,1.0652925931819892e-10,1.3079752955405841e-10,0.01
